art,klasse,ordnung,familie
1070111,1,108,10802
1070826,1,108,10814
1100510,1,113,11314
1120304,1,115,11512
1120603,1,115,11504
1120826,1,115,11507
2050605,2,222,22201
2070302,2,206,20603
2070404,2,206,20608
2070522,2,206,20607
2070703,2,206,20612
2080303,2,243,24303
2090603,2,207,20710
2130109,2,244,24420
2130110,2,244,24420
2130210,2,244,24402
2130609,2,244,24408
2130704,2,244,24406
2130706,2,244,24406
2130916,2,244,24405
2150101,2,235,23501
2200131,2,239,23904
3010625,3,301,30105
3010815,3,301,30107
3010825,3,301,30107
3040111,3,303,30303
3050101,3,306,30602
5010109,6,601,60101
5020201,6,602,60204
5050115,6,605,60501
5050501,6,605,60505
5060102,6,606,60601
5060210,6,606,60602
21102570,2,244,24406
21103170,6,605,60501
21103173,6,607,60702
50901010,6,609,60905
50902495,6,609,60904
50903043,3,305,30506
50903581,6,607,60704
50904186,6,607,60701
50904398,2,234,23403
50904573,2,250,250072
50904611,6,605,60506
50904946,6,607,60705
50905793,3,303,30303
