art,klasse,ordnung,familie
1070608,1,108,10815
1070908,1,108,10817
1120822,1,115,11507
1120909,1,115,11508
1120924,1,115,11508
1160201,1,121,12103
2010105,2,201,20101
2010202,2,204,20401
2010203,2,204,20401
2050112,2,231,23102
2050217,2,229,22901
2080204,2,234,23410
2080403,2,234,23414
2080406,2,234,23414
2090603,2,207,20710
2120305,2,219,21904
2130509,2,244,24415
2222706,2,250,250151
3030214,3,305,30504
3050203,3,306,30603
3050212,3,306,30601
5010109,6,601,60101
5040202,6,604,60402
21102718,1,115,11510
21103108,1,115,11503
21103605,6,604,60401
50901527,1,120,12001
50902651,1,113,11311
50903574,6,615,61501
50904024,1,121,12110
50904186,6,607,60701
55003583,6,615,61501
