art,klasse,ordnung,familie
1070817,1,108,10814
1100707,1,113,11311
1120202,1,115,11510
1120303,1,115,11512
1160411,1,121,12110
1160430,1,121,12110
1161019,1,121,12124
2010202,2,204,20401
2070809,2,206,20611
2090603,2,207,20710
2090712,2,207,20709
2090717,2,207,20709
2130509,2,244,24415
2130609,2,244,24408
5010109,6,601,60101
5020201,6,602,60204
5040202,6,604,60402
5050303,6,605,60503
5050502,6,605,60505
5060102,6,606,60601
5060210,6,606,60602
5090102,6,609,60901
21103173,6,607,60702
50901010,6,609,60905
50902174,6,609,60905
50902495,6,609,60908
50906385,6,604,60401
