art,klasse,ordnung,familie
1120304,1,115,11512
1160103,1,121,12102
1160411,1,121,12110
1160804,1,121,12114
1161019,1,121,12124
2010105,2,201,20101
2010202,2,204,20401
2070402,2,206,20608
2070404,2,206,20608
2070508,2,206,20607
2070510,2,206,20606
2070511,2,206,20607
2070514,2,206,20607
2070524,2,206,20607
2070617,2,206,20609
2070803,2,206,20611
2090603,2,207,20710
2120329,2,219,21901
5040105,6,604,60401
5040112,6,604,60401
5050301,6,605,60503
5050303,6,605,60503
5050429,6,605,60504
5050502,6,605,60505
5050624,6,605,60506
5050627,6,605,60506
5070301,6,607,60703
5080107,6,608,60801
21103170,6,605,60501
21103172,6,606,60601
21103605,6,604,60401
21103638,6,605,60506
50901010,6,609,60905
50903201,6,605,60505
50904953,6,608,60801
50905234,1,102,10213
50905919,6,605,60504
50905976,6,606,60602
50907276,6,609,60905
55005969,6,605,60504
55007531,6,604,60402
55007532,6,605,60504
55007535,6,605,60506
