art,klasse,ordnung,familie
1070418,1,108,10813
1100121,1,113,11309
1100902,1,113,11319
1120304,1,115,11512
1120603,1,115,11504
2010202,2,204,20401
2090505,2,207,20707
2090603,2,207,20710
2090712,2,207,20709
2130110,2,244,24420
2130321,2,244,24413
2130338,2,244,24413
2130405,2,244,24415
2130509,2,244,24415
2130511,2,244,24417
2130515,2,244,24417
2130525,2,244,24417
2130704,2,244,24406
2130925,2,244,24405
2140218,2,214,21401
2150211,2,235,23507
2200605,2,240,24003
5020201,6,602,60204
5050115,6,605,60501
5050502,6,605,60505
5060203,6,606,60602
5070301,6,607,60703
21103173,6,607,60702
50901010,6,609,60905
50901858,6,609,60904
50902487,6,609,60904
50904186,6,607,60701
50905234,1,102,10213
55009526,2,244,24413
