art,klasse,ordnung,familie
1070408,1,108,10813
1070501,1,108,10812
1070519,1,108,10810
1100608,1,113,11313
1100703,1,113,11312
1120416,1,115,11514
1120815,1,115,11507
1120820,1,115,11507
1160103,1,121,12102
2010202,2,204,20401
2050109,2,231,23102
2050111,2,231,23102
2050511,2,231,23101
2070311,2,206,20603
2070811,2,206,20611
2080105,2,234,23406
2080502,2,234,23401
2090206,2,207,20702
2090609,2,207,20703
2100331,2,220,22003
2130509,2,244,24415
2130604,2,244,24404
2130608,2,244,24404
2130621,2,244,24404
2130704,2,244,24406
2130708,2,244,24406
2130709,2,244,24406
2130827,2,244,24407
2130925,2,244,24405
2210216,2,241,24103
2220204,2,250,250014
3010106,3,301,30112
3010625,3,301,30105
3010815,3,301,30107
3010829,3,301,30107
3030103,3,305,30506
3030105,3,305,30506
3030106,3,305,30506
3030116,3,305,30506
3040801,3,303,30330
3050105,3,306,30602
3050106,3,306,30602
3070301,4,403,40328
5020101,6,602,60202
5020201,6,602,60204
21102538,6,607,60701
21103173,6,607,60702
21103200,3,301,30106
50901239,1,121,12109
50901353,2,207,20702
50903914,5,528,52831
50904186,6,607,60701
50904257,2,234,23408
50904305,2,206,20612
50904611,6,605,60506
50904733,2,241,24103
50905138,6,607,60702
50905950,2,235,23501
50905976,6,606,60602
50907163,1,115,11512
50907169,1,108,10810
50907568,1,121,12102
55003297,1,115,11508
55003318,5,527,52709
55003382,5,550,550072
55003931,5,528,52824
55004120,5,527,52722
55004350,5,527,52718
55004535,5,550,550072
55005158,5,550,550072
55005377,5,527,52709
55007169,1,115,11512
55007672,2,220,22004
55008804,5,527,52709
55008852,1,120,12003
55009114,2,219,21903
55009146,5,552,55205
55009961,1,115,11514
55011283,6,605,60505
55011419,3,301,30114
55013591,5,528,52831
55013592,5,527,52718
55013593,5,527,52718
55013594,5,527,52713
