art,klasse,ordnung,familie
1070423,1,108,10813
1120106,1,115,11509
1120121,1,115,11509
1120812,1,115,11507
1120911,1,115,11508
1150302,1,120,12003
2050511,2,231,23101
2080105,2,234,23406
2090521,2,207,20708
2090606,2,207,20703
2090607,2,207,20710
2090712,2,207,20709
2110901,2,223,22308
2120206,2,219,21904
2120211,2,219,21902
2120214,2,219,21902
2120217,2,219,21902
2120328,2,219,21904
2120330,2,219,21906
2130130,2,244,24420
2130202,2,244,24402
2130213,2,244,24402
2130216,2,244,24402
2130625,2,244,24404
2130627,2,244,24404
2130632,2,244,24404
2130704,2,244,24406
2130710,2,244,24406
2130804,2,244,24407
2130808,2,244,24407
2130814,2,244,24407
2130815,2,244,24407
2130818,2,244,24407
2130820,2,244,24407
2130826,2,244,24407
2130827,2,244,24407
2130828,2,244,24407
2130829,2,244,24407
2130835,2,244,24407
2130836,2,244,24407
2130848,2,244,24407
2130854,2,244,24407
2130857,2,244,24407
2130858,2,244,24407
2130859,2,244,24407
2130861,2,244,24407
2130917,2,244,24405
2130919,2,244,24405
2130920,2,244,24405
2130922,2,244,24405
2130936,2,244,24405
2190108,2,238,23801
2190113,2,238,23801
2200120,2,239,23904
2210203,2,241,24103
2210210,2,241,24103
2210213,2,241,24103
2210214,2,241,24103
2210223,2,241,24103
2210225,2,241,24103
2210305,2,241,24109
2220301,2,250,250023
2220306,2,250,250024
2220308,2,250,250023
2220309,2,250,250023
2220311,2,250,250023
2220315,2,250,250023
2220320,2,250,250023
2220331,2,250,250023
2222108,2,250,250179
2222316,2,250,250179
2222317,2,250,250179
2222418,2,250,250179
2223223,2,250,250072
3040111,3,303,30303
5030102,6,603,60301
21102380,2,244,24407
21102384,2,244,24407
21102385,2,244,24407
21102386,2,244,24407
21103220,2,207,20702
21103292,2,219,21908
21103513,2,219,21902
50901053,2,241,24103
50901504,2,250,250179
50901853,2,244,24407
50902447,2,219,21908
50902513,2,250,250178
50902960,2,238,23801
50903581,6,607,60704
50903943,2,207,20704
50904337,2,219,21902
50904690,2,250,250167
50904791,2,250,250023
50904918,2,244,24407
50904919,2,244,24407
50904974,2,213,21303
50905012,2,244,24404
50906247,2,250,250179
50906714,2,244,24404
50906993,2,213,21303
50907309,2,250,250138
55005977,2,250,250159
55007474,1,109,10903
55007604,2,241,24103
55007912,2,241,24103
55009238,2,250,250179
55009766,2,241,24103
55010224,2,250,250024
55010284,2,219,21902
55010392,2,250,250179
55010622,2,207,20704
55012478,2,235,23506
55012926,2,250,250024
55012927,2,250,250024
55013134,2,250,250024
55013147,2,238,23801
55013154,2,250,250179
55013254,2,250,250179
