art,klasse,ordnung,familie
1160105,1,121,12101
1160410,1,121,12110
1160411,1,121,12110
1160413,1,121,12109
1160426,1,121,12110
2010202,2,204,20401
2070402,2,206,20608
2090102,2,207,20704
2090603,2,207,20710
2090712,2,207,20709
2130302,2,244,24414
5020201,6,602,60204
5040112,6,604,60401
5040202,6,604,60402
5050107,6,605,60501
5050301,6,605,60503
5050303,6,605,60503
5050501,6,605,60505
5050517,6,605,60505
5050524,6,605,60505
5050613,6,605,60506
5050617,6,605,60506
5070206,6,607,60702
5070301,6,607,60703
5080107,6,608,60801
50902495,6,609,60904
