art,klasse,ordnung,familie,behind_scenes
1100412,1,113,11342,0
1120111,1,115,11509,0
1120304,1,115,11512,0
1120405,1,115,11514,0
1120806,1,115,11507,0
1120818,1,115,11507,0
1150107,1,120,12001,0
1150109,1,120,12001,0
1160105,1,121,12101,0
1160301,1,121,12104,0
1160401,1,121,12110,0
1160403,1,121,12110,0
1160411,1,121,12110,0
1160412,1,121,12109,0
1160413,1,121,12109,0
1160424,1,121,12110,0
1160433,1,121,12110,0
1160709,1,121,12112,0
1161003,1,121,12124,0
1161004,1,121,12124,0
1161019,1,121,12124,0
2050207,2,229,22901,0
2050517,2,231,23101,0
2150105,2,235,23501,0
2150210,2,235,23507,0
2150234,2,235,23506,
3070103,4,403,40303,0
5010109,6,601,60101,
5020201,6,602,60204,
5040112,6,604,60401,
5040202,6,604,60402,
5050112,6,605,60501,
5050201,6,605,60502,0
5050301,6,605,60503,0
5050303,6,605,60503,0
5050426,6,605,60504,0
5050430,6,605,60504,0
5050502,6,605,60505,0
5050524,6,605,60505,0
5050611,6,605,60506,0
5050623,6,605,60506,
5050630,6,605,60506,0
5060102,6,606,60601,0
5060203,6,606,60602,0
5060210,6,606,60602,
5070101,6,607,60701,0
5070102,6,607,60701,0
21102291,6,607,60702,
21103095,6,605,60501,
21103172,6,606,60601,
21103173,6,607,60702,
50902769,6,606,60601,
50904953,6,608,60801,
50905215,6,603,60303,
