art,klasse,ordnung,familie
1020604,1,102,10213
1030108,1,104,10403
1070418,1,108,10813
1080102,1,109,10901
1100120,1,113,11309
1100126,1,113,11306
1100505,1,113,11314
1100510,1,113,11314
1100707,1,113,11311
1100708,1,113,11311
1120111,1,115,11509
1120118,1,115,11509
1120304,1,115,11512
1120603,1,115,11504
1160434,1,121,12110
1160811,1,121,12113
2010105,2,201,20101
2010202,2,204,20401
2010203,2,204,20401
2040107,2,231,23105
2070402,2,206,20608
2070404,2,206,20608
2070809,2,206,20611
2090603,2,207,20710
2090712,2,207,20709
2090728,2,207,20709
2120305,2,219,21904
2120317,2,219,21905
2120327,2,219,21904
2130203,2,244,24402
2130214,2,244,24402
2130215,2,244,24402
2130220,2,244,24402
2130317,2,244,24402
2130405,2,244,24415
2130608,2,244,24404
2130616,2,244,24408
2130704,2,244,24406
2130705,2,244,24406
2130706,2,244,24406
2130811,2,244,24407
2130816,2,244,24407
2130835,2,244,24407
2222803,2,250,250135
2223219,2,250,250072
3010625,3,301,30105
3010803,3,301,30107
3010825,3,301,30107
3030419,3,305,30513
3030422,3,305,30513
3040111,3,303,30303
3040309,3,303,30316
3040712,3,303,30332
3041001,3,303,30328
3041303,3,303,30342
3050104,3,306,30602
5010109,6,601,60101
5020201,6,602,60204
5040202,6,604,60402
5050302,6,605,60503
5050502,6,605,60505
5060211,6,606,60602
5070201,6,607,60702
21102484,3,303,30314
21103216,2,244,24419
21103605,6,604,60401
21103627,2,244,24405
50901059,2,204,20401
50902216,2,244,24405
50902523,3,305,30513
50903581,6,607,60704
50904611,6,605,60506
50904998,1,115,11509
50905976,6,606,60602
55005407,6,611,61116
55005530,6,612,61213
