art,klasse,ordnung,familie,behind_scenes
1020604,1,102,10213,0
1070418,1,108,10813,0
1100110,1,113,11304,0
1100702,1,113,11311,0
1120304,1,115,11512,0
1120420,1,115,11513,0
1120603,1,115,11504,0
1120826,1,115,11507,0
1160411,1,121,12110,0
2010202,2,204,20401,0
5010109,6,601,60101,0
5010110,6,601,60101,0
5020201,6,602,60204,0
5040112,6,604,60401,0
5040209,6,604,60402,0
5050201,6,605,60502,0
5050301,6,605,60503,0
5050303,6,605,60503,0
5050304,6,605,60503,
5050430,6,605,60504,0
5050502,6,605,60505,0
5050503,6,605,60505,0
5050611,6,605,60506,0
5050613,6,605,60506,0
5050624,6,605,60506,0
5050627,6,605,60506,0
5050630,6,605,60506,0
5060203,6,606,60602,0
5070101,6,607,60701,0
5070103,6,607,60701,0
5070210,6,607,60702,0
5070301,6,607,60703,0
21103172,6,606,60601,
21103173,6,607,60702,
21103605,6,604,60401,
50903201,6,605,60505,
50903563,6,602,60207,
50903782,6,607,60704,
50904611,6,605,60506,
50905236,6,602,60207,
50905976,6,606,60602,
50906308,6,609,60905,
55004248,6,602,60210,
