art,klasse,ordnung,familie
1020604,1,102,10213
1070111,1,108,10802
1070611,1,108,10815
1071102,1,108,10818
1100505,1,113,11314
1120113,1,115,11509
1120127,1,115,11509
1120202,1,115,11510
1120303,1,115,11512
1120304,1,115,11512
1120826,1,115,11507
1120905,1,115,11508
1120920,1,115,11508
1160411,1,121,12110
1160704,1,121,12112
1160804,1,121,12114
2070402,2,206,20608
2090603,2,207,20710
2090731,2,207,20709
3010604,3,301,30105
3010625,3,301,30105
3010813,3,301,30107
3030204,3,305,30504
3030209,3,305,30504
3040111,3,303,30303
3050105,3,306,30602
5010109,6,601,60101
5040202,6,604,60402
5050303,6,605,60503
5050426,6,605,60504
5050502,6,605,60505
21103173,6,607,60702
50901527,1,120,12001
50903201,6,605,60505
50904611,6,605,60506
50906385,6,604,60401
55004248,6,602,60210
55005440,6,612,61204
55009963,6,608,60801
