art,klasse,ordnung,familie
1100120,1,113,11309
1100202,1,113,11326
1100705,1,113,11312
1120117,1,115,11509
1120302,1,115,11512
1120415,1,115,11514
1120430,1,115,11514
1120820,1,115,11507
1160441,1,121,12109
1160704,1,121,12112
2040106,2,231,23105
2050123,2,231,23102
2070803,2,206,20611
2070912,2,206,20613
2080230,2,234,23408
2130609,2,244,24408
2130704,2,244,24406
2140108,2,216,21601
2150214,2,235,23503
2150236,2,235,23507
3010825,3,301,30107
3010826,3,301,30107
3030118,3,305,30506
3030207,3,305,30504
3040315,3,303,30315
3040717,3,303,30335
3041122,3,303,30344
3050101,3,306,30602
3060504,4,402,40204
3070506,4,403,40326
3070805,4,403,40336
5050303,6,605,60503
5090206,2,234,23408
21102461,3,301,30105
21103171,1,115,11509
50901093,2,206,20612
50901199,6,605,60504
50901324,1,115,11514
50901802,2,223,22318
50903567,6,604,60402
50903940,3,303,30320
50904502,2,250,250072
50904884,1,121,12109
50905060,1,115,11507
50905215,6,603,60303
50905893,3,301,30107
50906095,6,604,60401
55010117,4,403,40328
55010330,1,121,12111
55010452,4,402,40201
