art,klasse,ordnung,familie
1020403,1,102,10207
1020606,1,102,10213
1100708,1,113,11311
1120304,1,115,11512
1120411,1,115,11514
1120503,1,115,11503
1120826,1,115,11507
1160434,1,121,12110
2010105,2,201,20101
2010203,2,204,20401
2040107,2,231,23105
2050604,2,222,22201
2070402,2,206,20608
2070803,2,206,20611
2070809,2,206,20611
2080118,2,234,23404
2080204,2,234,23410
2090603,2,207,20710
2100310,2,220,22003
2100403,2,220,22005
2130609,2,244,24408
2130704,2,244,24406
2210204,2,241,24103
3030209,3,305,30504
3030210,3,305,30504
3040111,3,303,30303
3040512,3,303,30321
3040707,3,303,30332
3050204,3,306,30601
4050101,5,518,51801
4060101,5,520,52003
4060103,5,520,52001
4080101,5,526,52601
5010109,6,601,60101
5020201,6,602,60204
5050502,6,605,60505
5060210,6,606,60602
21103173,6,607,60702
50901010,6,609,60905
50903581,6,607,60704
50904186,6,607,60701
50905976,6,606,60602
55004385,1,121,12106
55005407,6,611,61116
55009442,6,607,60704
