art,klasse,ordnung,familie
1040201,1,106,10601
1070111,1,108,10802
1070403,1,108,10813
1070408,1,108,10813
1070409,1,108,10813
1070419,1,108,10813
1070521,1,108,10809
1071205,1,108,10819
1071208,1,108,10819
1080101,1,109,10901
1080201,1,109,10904
1080304,1,110,11001
1100510,1,113,11314
1110103,1,114,11401
1120306,1,115,11511
1120411,1,115,11514
1120603,1,115,11504
1120906,1,115,11508
1120911,1,115,11508
1120920,1,115,11508
1130101,1,115,11515
1160202,1,121,12103
2020105,2,227,22701
2020106,2,227,22701
2020107,2,227,22701
2020113,2,227,22701
2050109,2,231,23102
2050119,2,231,23102
2050511,2,231,23101
2050602,2,222,22201
2050605,2,222,22201
2050606,2,222,22201
2070404,2,206,20608
2070809,2,206,20611
2070812,2,206,20611
2090213,2,207,20702
2090529,2,207,20707
2090712,2,207,20709
2100407,2,220,22005
2100416,2,220,22005
2110103,2,223,22324
2120118,2,219,21908
2120206,2,219,21904
2120212,2,219,21905
2120216,2,219,21907
2120305,2,219,21904
2120308,2,219,21906
2120317,2,219,21905
2120328,2,219,21904
2130102,2,244,24420
2130103,2,244,24420
2130104,2,244,24420
2130105,2,244,24420
2130106,2,244,24420
2130107,2,244,24420
2130108,2,244,24420
2130110,2,244,24420
2130114,2,244,24420
2130115,2,244,24420
2130118,2,244,24420
2130119,2,244,24420
2130120,2,244,24420
2130121,2,244,24420
2130122,2,244,24420
2130123,2,244,24420
2130125,2,244,24420
2130128,2,244,24420
2130129,2,244,24420
2130130,2,244,24420
2130133,2,244,24420
2130134,2,244,24420
2130136,2,244,24420
2130137,2,244,24420
2130139,2,244,24420
2130140,2,244,24420
2130142,2,244,24420
2130143,2,244,24420
2130145,2,244,24420
2130147,2,244,24420
2130148,2,244,24420
2130149,2,244,24420
2130150,2,244,24420
2130151,2,244,24420
2130155,2,244,24420
2130156,2,244,24420
2130157,2,244,24420
2130201,2,244,24402
2130202,2,244,24402
2130204,2,244,24402
2130206,2,244,24402
2130207,2,244,24402
2130208,2,244,24402
2130209,2,244,24402
2130210,2,244,24402
2130212,2,244,24402
2130213,2,244,24402
2130215,2,244,24402
2130217,2,244,24402
2130218,2,244,24402
2130219,2,244,24402
2130220,2,244,24402
2130221,2,244,24402
2130222,2,244,24402
2130226,2,244,24402
2130302,2,244,24414
2130303,2,244,24413
2130304,2,244,24413
2130305,2,244,24414
2130306,2,244,24413
2130307,2,244,24413
2130308,2,244,24412
2130309,2,244,24414
2130310,2,244,24413
2130311,2,244,24412
2130313,2,244,24413
2130314,2,244,24413
2130315,2,244,24413
2130316,2,244,24413
2130317,2,244,24402
2130320,2,244,24414
2130321,2,244,24413
2130323,2,244,24413
2130324,2,244,24413
2130325,2,244,24414
2130326,2,244,24412
2130328,2,244,24414
2130329,2,244,24412
2130330,2,244,24413
2130331,2,244,24413
2130332,2,244,24413
2130333,2,244,24413
2130334,2,244,24413
2130335,2,244,24414
2130336,2,244,24413
2130338,2,244,24413
2130350,2,244,24413
2130401,2,244,24415
2130403,2,244,24410
2130406,2,244,24418
2130408,2,244,24415
2130409,2,244,24401
2130412,2,244,24415
2130414,2,244,24415
2130416,2,244,24415
2130417,2,244,24418
2130419,2,244,24415
2130424,2,244,24415
2130501,2,244,24415
2130503,2,244,24417
2130504,2,244,24415
2130505,2,244,24417
2130506,2,244,24417
2130507,2,244,24417
2130510,2,244,24417
2130511,2,244,24417
2130512,2,244,24415
2130513,2,244,24415
2130515,2,244,24417
2130516,2,244,24417
2130518,2,244,24417
2130519,2,244,24415
2130601,2,244,24404
2130602,2,244,24404
2130603,2,244,24404
2130604,2,244,24404
2130605,2,244,24404
2130606,2,244,24404
2130607,2,244,24408
2130608,2,244,24404
2130611,2,244,24408
2130613,2,244,24408
2130615,2,244,24404
2130617,2,244,24408
2130618,2,244,24408
2130619,2,244,24404
2130620,2,244,24408
2130622,2,244,24408
2130623,2,244,24404
2130626,2,244,24408
2130627,2,244,24404
2130628,2,244,24404
2130630,2,244,24404
2130633,2,244,24404
2130635,2,244,24404
2130637,2,244,24404
2130644,2,244,24408
2130645,2,244,24408
2130650,2,244,24408
2130651,2,244,24408
2130701,2,244,24406
2130702,2,244,24406
2130703,2,244,24406
2130704,2,244,24406
2130705,2,244,24406
2130706,2,244,24406
2130707,2,244,24406
2130708,2,244,24406
2130709,2,244,24406
2130710,2,244,24406
2130711,2,244,24406
2130712,2,244,24406
