art,klasse,ordnung,familie,behind_scenes
2070309,2,206,20603,0
2070714,2,206,20612,0
2070734,2,206,20612,0
2070803,2,206,20611,0
2070809,2,206,20611,0
2070810,2,206,20612,0
2070812,2,206,20611,0
2090505,2,207,20707,0
2090709,2,207,20709,0
2090712,2,207,20709,0
2090714,2,207,20709,0
2090717,2,207,20709,0
2090719,2,207,20709,0
2090731,2,207,20709,0
2090734,2,207,20709,0
2100307,2,220,22003,0
2130304,2,244,24413,0
2130328,2,244,24414,0
2130511,2,244,24417,0
2130525,2,244,24417,0
2222706,2,250,250151,0
2222716,2,250,250151,0
5060204,6,606,60602,0
5070204,6,607,60702,0
5070209,6,607,60702,0
5070210,6,607,60702,0
5070301,6,607,60703,0
5080103,6,608,60801,0
5080105,6,608,60801,0
5080107,6,608,60801,0
5080115,6,608,60801,0
5090101,6,610,61001,0
5090102,6,609,60901,0
5090103,6,609,60905,
5090110,6,609,60908,0
21102308,6,607,60702,0
21102316,6,607,60702,0
21102366,6,607,60702,0
21102705,6,610,61002,0
21102949,6,608,60801,0
21103082,6,607,60702,
21103173,6,607,60702,
21103227,6,607,60705,
21103498,6,608,60801,
21103551,6,607,60702,
21103588,6,607,60702,
50901010,6,609,60905,
50901858,6,609,60904,
50902174,6,609,60905,
50903253,6,607,60702,
50903365,6,607,60702,
50903583,6,607,60704,
50903610,6,607,60704,
50904886,6,608,60801,
50904933,6,607,60702,
50904953,6,608,60801,
50905976,6,606,60602,
50906264,6,607,60702,
50906936,6,606,60602,
55008064,6,608,60801,
55008593,6,608,60801,
55008594,6,608,60801,
