art,klasse,ordnung,familie,behind_scenes
1100420,1,113,11301,0
1120102,1,115,11509,0
1120110,1,115,11509,0
1120121,1,115,11509,0
1120304,1,115,11512,0
2050207,2,229,22901,0
2080119,2,234,23404,0
2080216,2,234,23408,0
2080308,2,243,24303,0
2080412,2,234,23414,0
2130701,2,244,24406,0
2130704,2,244,24406,0
2130706,2,244,24406,0
2150104,2,235,23501,0
2150207,2,235,23506,0
2150210,2,235,23507,0
2150225,2,235,23507,0
2150234,2,235,23506,0
2223238,2,250,250072,0
5010109,6,601,60101,0
5020201,6,602,60204,0
5030201,6,603,60302,0
5040112,6,604,60401,0
5050115,6,605,60501,0
5050301,6,605,60503,0
5070210,6,607,60702,0
5090102,6,609,60901,0
21102570,2,244,24406,0
21103173,6,607,60702,
50903201,6,605,60505,
50903691,2,234,23405,
50904348,1,115,11503,
50904423,2,235,23506,
50904953,6,608,60801,
50907046,2,234,23408,
55008524,6,605,60506,
