art,klasse,ordnung,familie
1030106,1,103,10301
1040201,1,106,10601
1070111,1,108,10802
1070112,1,108,10802
1070403,1,108,10813
1070404,1,108,10813
1070406,1,108,10813
1070416,1,108,10813
1070421,1,108,10813
1070518,1,108,10810
1070521,1,108,10809
1070802,1,108,10814
1070811,1,108,10814
1070814,1,108,10814
1070824,1,108,10814
1071104,1,108,10818
1071108,1,108,10818
1071203,1,108,10819
1071205,1,108,10819
1071208,1,108,10819
1080101,1,109,10901
1080201,1,109,10904
1100119,1,113,11306
1100510,1,113,11314
1100603,1,113,11315
1100703,1,113,11312
1100803,1,113,11323
1120101,1,115,11509
1120117,1,115,11509
1120212,1,115,11510
1120411,1,115,11514
1120415,1,115,11514
1120416,1,115,11514
1120505,1,115,11505
1120603,1,115,11504
1120609,1,115,11504
1120820,1,115,11507
1120821,1,115,11507
1120823,1,115,11507
1120901,1,115,11507
1120904,1,115,11508
1120905,1,115,11508
1120911,1,115,11508
1120918,1,115,11508
1120922,1,115,11508
1130101,1,115,11515
1140102,1,119,11901
1150102,1,120,12001
1150204,1,120,12002
1150302,1,120,12003
1160106,1,121,12101
1160202,1,121,12103
1160602,1,121,12105
1160604,1,121,12105
1160606,1,121,12105
1160813,1,121,12114
1160901,1,121,12122
1160905,1,121,12122
2010102,2,202,20201
2010105,2,201,20101
2020105,2,227,22701
2040109,2,231,23105
2050108,2,231,23102
2050203,2,229,22901
2050218,2,229,22901
2050401,2,231,23103
2050501,2,231,23101
2050502,2,231,23101
2050510,2,231,23101
2050511,2,231,23101
2050512,2,231,23101
2050515,2,231,23101
2050518,2,231,23101
2050602,2,222,22201
2070101,2,206,20601
2070309,2,206,20603
2070401,2,206,20608
2070618,2,206,20609
2070623,2,206,20611
2070714,2,206,20612
2070728,2,206,20612
2070730,2,206,20612
2070801,2,206,20611
2070802,2,206,20611
2070812,2,206,20611
2070913,2,206,20613
2071002,2,206,20615
2071003,2,206,20615
2080119,2,234,23404
2080405,2,234,23414
2080414,2,234,23414
2080417,2,234,23414
2080505,2,234,23401
2090104,2,207,20704
2090208,2,207,20702
2090606,2,207,20703
2090617,2,207,20703
2100203,2,224,22402
2100306,2,220,22003
2100403,2,220,22005
2100415,2,220,22005
2110201,2,223,22318
2110602,2,223,22312
2110704,2,223,22307
2110901,2,223,22308
2110911,2,223,22308
2120114,2,219,21908
2120118,2,219,21908
2120201,2,219,21904
2120203,2,219,21905
2120204,2,219,21904
2120208,2,219,21902
2120212,2,219,21905
2120308,2,219,21906
2120316,2,219,21901
2120330,2,219,21906
2120335,2,219,21904
2130701,2,244,24406
2130814,2,244,24407
2140103,2,216,21601
2140211,2,214,21401
2140214,2,214,21401
2150210,2,235,23507
2150214,2,235,23503
2180102,2,236,23601
2200126,2,239,23903
2210210,2,241,24103
2210213,2,241,24103
2221104,2,250,250138
2222205,2,250,250178
2222206,2,250,250178
2222207,2,250,250178
2222213,2,250,250178
2222302,2,250,250179
2222344,2,250,250179
2222401,2,250,250175
2222403,2,250,250175
2222411,2,250,250175
2222415,2,250,250175
2222608,2,250,250150
2222726,2,250,250151
2222802,2,250,250135
2222804,2,250,250135
2222813,2,250,250135
2223203,2,250,250072
2223227,2,250,250072
3010205,3,301,30111
3010403,3,301,30114
3010407,3,301,30114
3010627,3,301,30105
3010709,3,301,30106
3010724,3,301,30106
3010731,3,301,30106
3010801,3,301,30107
3010810,3,301,30107
3010817,3,301,30107
3010820,3,301,30107
3010825,3,301,30107
3010826,3,301,30107
3010827,3,301,30107
3010902,3,301,30101
3030103,3,305,30506
3030106,3,305,30506
3030117,3,305,30506
3030207,3,305,30504
3030210,3,305,30504
3030215,3,305,30504
3030221,3,305,30504
3030415,3,305,30513
3030436,3,305,30513
3030501,3,305,30528
3030508,3,305,30528
3030521,3,305,30528
3030522,3,305,30528
3030526,3,305,30528
3030527,3,305,30528
3030537,3,305,30528
3030605,3,305,30524
3030609,3,305,30524
3030613,3,305,30524
3030621,3,305,30524
3030702,3,305,30527
3040101,3,303,30303
3040104,3,303,30303
3040115,3,303,30302
3040213,3,303,30310
3040216,3,303,30301
3040509,3,303,30320
3040510,3,303,30320
3040513,3,303,30320
3040717,3,303,30335
3040720,3,303,30332
3040802,3,303,30343
3040804,3,303,30330
3040806,3,303,30343
3041112,3,303,30344
3041116,3,303,30344
3050106,3,306,30602
3050211,3,306,30601
3060202,4,402,40209
3060504,4,402,40204
3070421,4,403,40382
3070501,4,403,40325
3070502,4,403,40325
3070515,4,403,40325
3070604,4,403,40329
3070802,4,403,40336
3070803,4,403,40336
3070806,4,403,40336
3070807,4,403,40336
3070808,4,403,40336
3070812,4,403,40336
4010906,5,507,50707
4011001,5,507,50708
4020303,5,514,51405
4020305,5,514,51405
4020403,5,514,51403
4050101,5,518,51801
4070211,5,523,52302
4090201,5,528,52823
4090301,5,528,52825
4120101,5,529,52905
4120502,5,527,52717
5050303,6,605,60503
5050429,6,605,60504
21102255,3,301,30112
21102343,2,244,24405
21102374,3,303,30344
21102422,3,305,30528
21102528,4,403,40386
21102688,2,250,250158
21102719,1,115,11511
21103020,5,550,550130
21103047,3,305,30513
21103052,3,305,30528
21103170,6,605,60501
21103215,2,220,22005
21103304,3,305,30504
21103323,3,305,30528
21103331,3,305,30528
21103390,2,219,21906
21103649,2,207,20702
50901199,6,605,60504
50901348,3,305,30513
50901668,3,303,30320
50901705,4,403,40336
50901834,3,305,30528
50901950,4,403,40327
50902014,5,550,550130
50902147,2,250,250179
50902169,4,403,40382
50902447,2,219,21908
50902531,5,550,550059
50902670,2,250,250167
50902678,2,250,250178
50902756,1,119,11901
50902767,3,305,30528
50902874,2,250,250134
50902901,2,223,22301
50902984,3,305,30513
50902992,3,305,30504
50903064,5,527,52717
50903201,6,605,60505
50903235,3,303,30332
50903574,6,615,61501
50904092,3,303,30303
50904181,3,303,30342
50904727,2,250,250138
50904791,2,250,250023
50904854,6,607,60701
50905494,5,526,52601
50905510,5,550,550021
50905601,3,301,30112
50905603,5,526,52601
50905690,3,305,30528
50905771,3,305,30513
50905883,3,305,30528
50905884,3,305,30524
50905976,6,606,60602
50905985,3,303,30332
50906004,3,305,30528
50906122,5,550,550124
50906402,5,527,52719
50906701,3,305,30528
50907025,3,305,30528
50907055,3,303,30302
50907428,4,403,40336
50907677,5,527,52718
55003378,5,550,550066
55003403,5,550,550009
55003410,5,542,54210
55003412,5,552,55205
55003422,5,550,550130
55003478,5,550,550059
55003531,5,550,550124
55003532,5,550,550054
55003533,5,550,550072
55003567,5,550,550050
55003583,6,615,61501
55003588,5,552,55205
55003675,5,550,550074
55003679,5,550,550074
55003727,5,526,52601
55004116,5,550,550075
55004118,5,550,550058
55004161,5,550,550059
55004330,5,527,52717
55004696,5,550,550072
55005031,5,550,550058
55005739,3,303,30344
55006120,3,303,30310
55006128,4,403,40328
55007555,2,241,24105
55008293,3,303,30341
55008369,3,305,30528
55008412,3,303,30303
55008417,3,303,30301
55009029,1,108,10805
55009974,4,403,40328
55010228,2,240,24003
55010313,1,113,11323
55010452,4,402,40201
55010848,3,303,30303
55010893,3,305,30528
55011457,4,402,40206
55011998,4,402,40210
55012048,2,207,20706
55013526,2,219,21908
55013873,5,552,55205
