art,klasse,ordnung,familie
1070404,1,108,10813
1070415,1,108,10813
1120303,1,115,11512
1160411,1,121,12110
1160434,1,121,12110
2010202,2,204,20401
2050507,2,231,23101
2050602,2,222,22201
2070621,2,206,20609
2080502,2,234,23401
2090709,2,207,20709
2120202,2,219,21905
2130615,2,244,24404
2130704,2,244,24406
2130709,2,244,24406
2130713,2,244,24406
2130717,2,244,24406
2130820,2,244,24407
2130835,2,244,24407
2140213,2,214,21401
2140218,2,214,21401
2210214,2,241,24103
2210221,2,241,24103
2222210,2,250,250178
3010103,3,301,30112
3010302,3,301,30103
3050102,3,306,30602
5090103,6,609,60905
21102705,6,610,61002
21102739,6,610,61002
21103062,2,243,24301
21103272,1,108,10812
50902174,6,609,60905
50902216,2,244,24405
50902236,2,243,24301
50903581,6,607,60704
50903582,6,607,60704
50903610,6,607,60704
50904919,2,244,24407
50906832,6,609,60905
50906988,1,115,11507
50907329,6,606,60602
55005969,6,605,60504
55008708,2,234,23409
55009276,2,244,24407
55009526,2,244,24413
55015289,2,234,23408
55015420,2,234,23410
