art,klasse,ordnung,familie
1100505,1,113,11314
1120304,1,115,11512
1120603,1,115,11504
1160411,1,121,12110
1160816,1,121,12117
1161015,1,121,12124
2010202,2,204,20401
2070402,2,206,20608
2070404,2,206,20608
2070703,2,206,20612
2070803,2,206,20611
2070809,2,206,20611
2090731,2,207,20709
2130704,2,244,24406
2150210,2,235,23507
5010109,6,601,60101
5040112,6,604,60401
5040202,6,604,60402
5050302,6,605,60503
5050303,6,605,60503
5050304,6,605,60503
5050502,6,605,60505
5050504,6,605,60505
5050613,6,605,60506
5050617,6,605,60506
21103605,6,604,60401
50901199,6,605,60504
50901732,6,604,60401
50903581,6,607,60704
50903610,6,607,60704
50903782,6,607,60704
50903871,6,607,60704
