art,klasse,ordnung,familie
1120304,1,115,11512
1120807,1,115,11507
1160105,1,121,12101
1160411,1,121,12110
1160430,1,121,12110
1160433,1,121,12110
1160709,1,121,12112
1161019,1,121,12124
2050104,2,231,23102
2070507,2,206,20607
2070514,2,206,20607
2070525,2,206,20607
2070617,2,206,20609
2090603,2,207,20710
2100402,2,220,22005
2150210,2,235,23507
5010109,6,601,60101
5020201,6,602,60204
5040112,6,604,60401
5040114,6,604,60401
5040209,6,604,60402
5050414,6,605,60504
5050502,6,605,60505
5060210,6,606,60602
