art,klasse,ordnung,familie
1030106,1,103,10301
1100407,1,113,11342
1120304,1,115,11512
1160411,1,121,12110
2070301,2,206,20603
2070526,2,206,20607
2070703,2,206,20612
2070704,2,206,20612
2070734,2,206,20612
2070738,2,206,20612
2070803,2,206,20611
2070809,2,206,20611
2070812,2,206,20611
2090505,2,207,20707
2090702,2,207,20709
2090709,2,207,20709
2090711,2,207,20709
2090712,2,207,20709
2090719,2,207,20709
2090731,2,207,20709
2090734,2,207,20709
2130302,2,244,24414
2130331,2,244,24413
3010625,3,301,30105
5010116,6,601,60101
5020201,6,602,60204
5030201,6,603,60302
5050613,6,605,60506
5070213,6,607,60702
5090101,6,610,61001
5090102,6,609,60901
21102248,6,607,60702
21102321,6,604,60401
21102705,6,610,61002
21103173,6,607,60702
50901010,6,609,60905
50904953,6,608,60801
