art,klasse,ordnung,familie
1100508,1,113,11316
1100902,1,113,11319
2010202,2,204,20401
2070404,2,206,20608
2070508,2,206,20607
2070514,2,206,20607
2070520,2,206,20607
2070803,2,206,20611
2070809,2,206,20611
2090603,2,207,20710
2090702,2,207,20709
2090705,2,207,20709
2090709,2,207,20709
2090712,2,207,20709
2090717,2,207,20709
2090731,2,207,20709
2090734,2,207,20709
2130203,2,244,24402
2130220,2,244,24402
2130317,2,244,24402
2130321,2,244,24413
2130509,2,244,24415
2130516,2,244,24417
2130525,2,244,24417
2130609,2,244,24408
2130704,2,244,24406
2130705,2,244,24406
2130719,2,244,24406
3010819,3,301,30107
3010825,3,301,30107
3010828,3,301,30107
3040512,3,303,30321
5010102,6,601,60101
5010109,6,601,60101
5020201,6,602,60204
5040202,6,604,60402
5050201,6,605,60502
5050301,6,605,60503
5050303,6,605,60503
5050426,6,605,60504
5050502,6,605,60505
5060102,6,606,60601
5060203,6,606,60602
5060210,6,606,60602
5070206,6,607,60702
5070209,6,607,60702
5070210,6,607,60702
5070213,6,607,60702
5070215,6,607,60702
5070301,6,607,60703
5080103,6,608,60801
5080106,6,608,60801
5080107,6,608,60801
5090101,6,610,61001
21102322,6,604,60401
21102364,6,607,60702
21102621,6,607,60702
21103095,6,605,60501
21103173,6,607,60702
21103529,6,607,60702
50901010,6,609,60905
50901983,6,606,60601
50902216,2,244,24405
50902947,6,606,60602
50903201,6,605,60505
50903581,6,607,60704
50904186,6,607,60701
50904611,6,605,60506
50905215,6,603,60303
50905976,6,606,60602
50906385,6,604,60401
50907648,6,607,60702
55008043,6,605,60506
55008101,6,606,60601
