art,klasse,ordnung,familie
1070111,1,108,10802
1070603,1,108,10815
1070704,1,108,10815
1120121,1,115,11509
1120202,1,115,11510
1120703,1,115,11506
1120905,1,115,11508
1120920,1,115,11508
1160301,1,121,12104
1160411,1,121,12110
1160903,1,121,12120
1161016,1,121,12124
2010105,2,201,20101
2090603,2,207,20710
2130609,2,244,24408
2130704,2,244,24406
5050115,6,605,60501
5050302,6,605,60503
5050501,6,605,60505
5050502,6,605,60505
5060210,6,606,60602
5070301,6,607,60703
21103172,6,606,60601
50905976,6,606,60602
50906385,6,604,60401
55015093,6,605,60506
