art,klasse,ordnung,familie
1020604,1,102,10213
1040105,1,106,10608
1070111,1,108,10802
1070307,1,108,10807
1070606,1,108,10815
1070812,1,108,10814
1071005,1,108,10815
1080201,1,109,10904
1080303,1,110,11001
1100124,1,113,11306
1100707,1,113,11311
1120111,1,115,11509
1120118,1,115,11509
1120303,1,115,11512
1120404,1,115,11514
1120405,1,115,11514
1120420,1,115,11513
1120508,1,115,11503
1120603,1,115,11504
1120812,1,115,11507
1120826,1,115,11507
2020105,2,227,22701
2130203,2,244,24402
2130613,2,244,24408
3010104,3,301,30112
3010202,3,301,30110
3010301,3,301,30103
3010302,3,301,30103
3010625,3,301,30105
3010815,3,301,30107
3010825,3,301,30107
3010828,3,301,30107
3010901,3,301,30101
3010902,3,301,30101
3030104,3,305,30506
3030209,3,305,30504
3030214,3,305,30504
3030405,3,305,30513
3030422,3,305,30513
3030424,3,305,30513
3030433,3,305,30513
3040111,3,303,30303
3040125,3,303,30311
3040210,3,303,30310
3040302,3,303,30315
3040309,3,303,30316
3040312,3,303,30316
3040402,3,303,30319
3040405,3,303,30319
3050105,3,306,30602
3070511,4,403,40327
3070605,4,403,40323
4010303,5,505,50504
4010402,5,505,50506
4010404,5,505,50506
4010501,5,505,50508
4010503,5,505,50507
4010601,5,506,50601
4010906,5,507,50707
4010907,5,507,50707
4020104,5,513,51303
4020204,5,514,51401
4020302,5,514,51405
4020303,5,514,51405
4020305,5,514,51405
4020306,5,514,51405
4030104,5,554,55401
4040103,5,517,51702
4040104,5,517,51701
4040105,5,517,51701
4040106,5,517,51701
4040107,5,517,51701
4050101,5,518,51801
4050102,5,518,51801
4060101,5,520,52003
4060102,5,520,52001
4060202,5,520,52005
4070101,5,523,52301
4070204,5,523,52302
4070205,5,523,52302
4070208,5,523,52302
4070211,5,523,52302
4070213,5,523,52302
4070215,5,523,52302
4080101,5,526,52601
4080104,5,526,52601
4080105,5,526,52601
4090101,5,528,52806
4090102,5,528,52808
4090103,5,528,52808
4090301,5,528,52825
4090302,5,528,52825
4100103,5,550,550009
4100201,5,550,550075
4100401,5,550,550139
4110201,5,516,51601
4120101,5,529,52905
4150105,5,552,55201
4220402,5,549,54901
4230115,5,550,550009
4230602,5,550,550019
4231103,5,550,550032
4231401,5,550,550047
4231603,5,550,550122
4231701,5,550,550059
4232701,5,550,550017
4250102,5,548,54802
5090102,6,609,60901
21102255,3,301,30112
21102257,3,301,30112
21102268,5,523,52302
21102327,1,115,11515
21102604,1,104,10403
21102702,5,516,51601
21102789,5,523,52302
21102909,5,526,52601
21102912,5,526,52601
21102931,3,305,30513
21103012,5,550,550009
21103017,5,550,550130
21103213,5,526,52601
21103437,4,403,40360
21103456,5,528,52825
21103502,5,505,50508
21103503,5,514,51401
21103664,5,550,550019
50901010,6,609,60905
50901015,5,530,53001
50901066,5,550,550009
50901160,5,529,52902
50901167,5,552,55206
50901170,5,550,550141
50901172,5,550,550043
50901180,5,550,550090
50901198,5,550,550130
50901200,5,526,52601
50901212,5,550,550059
50901219,5,550,550030
50901382,5,550,550075
50901413,5,532,53201
50901556,5,528,52831
50901621,5,550,550141
50901827,5,550,550030
50901897,5,517,51701
50901925,5,516,51601
50901997,5,550,550059
50901999,5,550,550059
50902021,5,550,550130
50902229,5,550,550130
50902324,5,550,550130
50902494,5,536,53604
50902536,5,527,52716
50902538,5,527,52702
50902922,5,550,550032
50902941,5,527,52703
50902942,5,527,52717
50902959,5,550,550072
50903017,5,549,54901
50903031,4,402,40206
50903036,5,550,550096
50903063,5,550,550072
50903064,5,527,52717
50903091,5,550,550044
50903120,5,550,550130
50903264,5,549,54905
50903292,5,528,52831
50903398,5,527,52717
50903587,5,550,550035
50903997,5,528,52808
50904570,5,528,52825
50904792,1,113,11304
