art,klasse,ordnung,familie
1020604,1,102,10213
1020614,1,102,10213
1070111,1,108,10802
1070119,1,108,10802
1070120,1,108,10802
1070505,1,108,10812
1070508,1,108,10812
1070603,1,108,10815
1070701,1,108,10815
1070705,1,108,10815
1070811,1,108,10814
1070817,1,108,10814
1071205,1,108,10819
1100115,1,113,11308
1120118,1,115,11509
1120603,1,115,11504
1120612,1,115,11504
1120704,1,115,11506
1120812,1,115,11507
1120908,1,115,11508
1120911,1,115,11508
1120912,1,115,11508
1120920,1,115,11508
1140102,1,119,11901
1140106,1,119,11901
1150102,1,120,12001
1150204,1,120,12002
1150301,1,120,12003
1160106,1,121,12101
1160201,1,121,12103
1160602,1,121,12105
1160607,1,121,12105
1160703,1,121,12112
1160801,1,121,12116
1160804,1,121,12114
1160808,1,121,12117
1160810,1,121,12116
1160814,1,121,12116
1160817,1,121,12116
1160909,1,121,12120
1160917,1,121,12120
1161016,1,121,12124
2010103,2,201,20101
2040108,2,231,23105
2050517,2,231,23101
2050604,2,222,22201
2070404,2,206,20608
2070619,2,206,20609
2080104,2,234,23405
2080116,2,234,23405
2080214,2,234,23410
2080409,2,234,23414
2080412,2,234,23414
2090603,2,207,20710
2090609,2,207,20703
2090712,2,207,20709
2090731,2,207,20709
2130203,2,244,24402
2130220,2,244,24402
2130302,2,244,24414
2130613,2,244,24408
2130616,2,244,24408
2130622,2,244,24408
2130704,2,244,24406
2130706,2,244,24406
2130709,2,244,24406
2130805,2,244,24407
2130811,2,244,24407
2130816,2,244,24407
2130826,2,244,24407
2222716,2,250,250151
3010817,3,301,30107
3010822,3,301,30107
3010825,3,301,30107
3010827,3,301,30107
3030205,3,305,30504
3030411,3,305,30513
3030441,3,305,30513
3040102,3,303,30307
3040303,3,303,30317
3040509,3,303,30320
3040704,3,303,30335
3040782,3,303,30337
3041003,3,303,30328
3041115,3,303,30344
3050206,3,306,30601
3050211,3,306,30601
3070308,4,403,40328
5050302,6,605,60503
21102329,1,121,12117
21102447,1,121,12120
21102521,2,234,23405
21102570,2,244,24406
21102661,3,305,30513
21102684,3,303,30327
21102857,1,119,11901
21102969,3,303,30344
21103082,6,607,60702
21103605,6,604,60401
50901206,1,121,12110
50901527,1,120,12001
50902122,1,115,11506
50902141,4,403,40328
50902219,2,235,23507
50902481,1,121,12120
50902992,3,305,30504
50903160,6,607,60702
50903388,2,215,21501
50904348,1,115,11503
50904445,2,244,24415
50904611,6,605,60506
50904633,1,115,11509
50905078,1,121,12124
50905189,3,305,30513
50905264,3,305,30519
50905699,3,303,30337
50905855,3,305,30519
50906033,2,243,24303
50906520,3,305,30519
50907049,6,605,60504
55005861,3,303,30338
55005969,6,605,60504
55006246,1,115,11514
55006393,3,305,30519
55007659,2,234,23408
55012219,1,115,11507
