art,klasse,ordnung,familie
1020611,1,102,10213
1020612,1,102,10213
1070114,1,108,10802
1070119,1,108,10802
1070406,1,108,10813
1070407,1,108,10813
1070430,1,108,10813
1070807,1,108,10814
1070812,1,108,10814
1070818,1,108,10814
1070911,1,108,10816
1071102,1,108,10818
1071203,1,108,10819
1080201,1,109,10904
1080301,1,110,11001
1080303,1,110,11001
1080304,1,110,11001
1100106,1,113,11309
1100121,1,113,11309
1100303,1,113,11340
1100510,1,113,11314
1100701,1,113,11311
1120102,1,115,11509
1120205,1,115,11510
1120304,1,115,11512
1120306,1,115,11511
1120413,1,115,11514
1120501,1,115,11503
1120508,1,115,11503
1120510,1,115,11501
1120603,1,115,11504
1120802,1,115,11507
1120806,1,115,11507
1120813,1,115,11507
1120814,1,115,11507
1120820,1,115,11507
1120828,1,115,11507
1120904,1,115,11508
1120908,1,115,11508
1120919,1,115,11508
1120920,1,115,11508
1140101,1,119,11901
1150101,1,120,12001
1150106,1,120,12001
1150109,1,120,12001
1160301,1,121,12104
1160407,1,121,12108
1160410,1,121,12110
1160423,1,121,12110
1160437,1,121,12110
1160803,1,121,12117
1160805,1,121,12114
1160813,1,121,12114
1160818,1,121,12116
1160820,1,121,12116
1160821,1,121,12115
1160906,1,121,12120
1160907,1,121,12120
1161007,1,121,12124
1161009,1,121,12124
1161016,1,121,12124
1161019,1,121,12124
1161028,1,121,12124
2010102,2,202,20201
2010202,2,204,20401
2010203,2,204,20401
2040108,2,231,23105
2050103,2,231,23102
2050117,2,231,23102
2050202,2,229,22901
2050207,2,229,22901
2050215,2,229,22901
2050401,2,231,23103
2050504,2,231,23101
2050511,2,231,23101
2050602,2,222,22201
2070201,2,206,20602
2070304,2,206,20603
2070309,2,206,20603
2070404,2,206,20608
2070405,2,206,20608
2070508,2,206,20607
2070511,2,206,20607
2070514,2,206,20607
2070524,2,206,20607
2070525,2,206,20607
2070602,2,206,20611
2070619,2,206,20609
2070621,2,206,20609
2070703,2,206,20612
2070704,2,206,20612
2070708,2,206,20612
2070716,2,206,20612
2070720,2,206,20612
2070728,2,206,20612
2070733,2,206,20612
2070734,2,206,20612
2070736,2,206,20612
2070803,2,206,20611
2070809,2,206,20611
2070905,2,206,20613
2070908,2,206,20613
2070915,2,206,20613
2071004,2,206,20615
2071115,2,206,20614
2080102,2,234,23404
2080103,2,234,23407
2080106,2,234,23405
2080111,2,234,23404
2080113,2,234,23405
2080116,2,234,23405
2080117,2,234,23405
2080208,2,234,23408
2080209,2,234,23408
2080210,2,234,23411
2080214,2,234,23410
2080215,2,234,23412
2080217,2,234,23409
2080301,2,243,24303
2080304,2,243,24303
2080313,2,243,24303
2080314,2,243,24301
2080412,2,234,23414
2080502,2,234,23401
2090211,2,207,20702
2090603,2,207,20710
2090606,2,207,20703
2090710,2,207,20709
2090711,2,207,20709
2090719,2,207,20709
2090728,2,207,20709
2090730,2,207,20709
2090736,2,207,20709
2090737,2,207,20709
2090740,2,207,20709
2100102,2,242,24201
2100318,2,220,22003
2100407,2,220,22005
2100409,2,220,22005
2100413,2,220,22005
2100414,2,220,22005
2100416,2,220,22005
2100419,2,220,22005
2110402,2,223,22302
2120201,2,219,21904
2120212,2,219,21905
2120220,2,219,21907
2120305,2,219,21904
2130112,2,244,24420
2130134,2,244,24420
2130210,2,244,24402
2130328,2,244,24414
2130416,2,244,24415
2130504,2,244,24415
2130508,2,244,24415
2130511,2,244,24417
2130515,2,244,24417
2130609,2,244,24408
2130616,2,244,24408
2130621,2,244,24404
2130702,2,244,24406
2130706,2,244,24406
2130707,2,244,24406
2130709,2,244,24406
2130710,2,244,24406
2130807,2,244,24407
2130811,2,244,24407
2130816,2,244,24407
2130824,2,244,24407
2130913,2,244,24405
2140218,2,214,21401
2150105,2,235,23501
2150204,2,235,23506
2150210,2,235,23507
2150225,2,235,23507
2150226,2,235,23507
2150227,2,235,23503
2150234,2,235,23506
2150302,2,235,23505
2160101,2,211,21101
2200107,2,239,23904
2200110,2,239,23904
2200118,2,239,23903
2200124,2,239,23904
2200126,2,239,23903
2200128,2,239,23904
2200202,2,240,24001
2200204,2,240,24001
2200605,2,240,24003
2200608,2,240,24003
2210213,2,241,24103
2220801,2,250,250125
2221104,2,250,250138
2221232,2,250,250122
2222802,2,250,250135
2222804,2,250,250135
2222823,2,250,250135
2222907,2,250,250065
2222908,2,250,250065
2223203,2,250,250072
2223207,2,250,250072
2223214,2,250,250072
2223216,2,250,250072
2223219,2,250,250072
2223244,2,250,250072
3010104,3,301,30112
3010201,3,301,30110
3010625,3,301,30105
3010744,3,301,30106
3010805,3,301,30107
3010808,3,301,30107
3010813,3,301,30107
3010817,3,301,30107
3010822,3,301,30107
3010826,3,301,30107
3010827,3,301,30107
3030101,3,305,30506
3030109,3,305,30506
3030111,3,305,30506
3030115,3,305,30506
3030117,3,305,30506
3030204,3,305,30504
3030207,3,305,30504
3030209,3,305,30504
3030424,3,305,30513
3030433,3,305,30513
3040104,3,303,30303
3040111,3,303,30303
3040203,3,303,30301
3040301,3,303,30313
3040305,3,303,30316
3040509,3,303,30320
3040512,3,303,30321
3040532,3,303,30320
3040714,3,303,30335
3040802,3,303,30343
3040901,3,303,30340
3041001,3,303,30328
3041102,3,303,30344
3041103,3,303,30344
3050210,3,306,30601
3070421,4,403,40382
3070502,4,403,40325
3070510,4,403,40326
3070601,4,403,40323
3070802,4,403,40336
3070803,4,403,40336
3070805,4,403,40336
3070806,4,403,40336
3070808,4,403,40336
3070810,4,403,40336
4020305,5,514,51405
4050102,5,518,51801
4090301,5,528,52825
4150106,5,552,55201
5040209,6,604,60402
5050304,6,605,60503
5050502,6,605,60505
5050613,6,605,60506
5050617,6,605,60506
5070301,6,607,60703
5080107,6,608,60801
5090205,2,206,20612
21102264,3,303,30320
21102265,3,301,30110
21102334,2,231,23101
21102403,2,244,24420
21102668,3,303,30303
21102702,5,516,51601
21102857,1,119,11901
21103017,5,550,550130
21103063,2,235,23506
21103082,6,607,60702
21103095,6,605,60501
21103173,6,607,60702
21103378,2,250,250122
21103464,2,207,20710
21103537,6,607,60702
21103627,2,244,24405
50901010,6,609,60905
50901020,3,303,30327
50901160,5,529,52902
50901556,5,528,52831
50901999,5,550,550059
50902447,2,219,21908
50902503,5,550,550130
50902817,2,241,24106
50903051,5,552,55205
50903064,5,527,52717
50903471,1,120,12001
50904159,2,219,21901
50904164,2,250,250051
50904517,2,241,24103
50905496,5,526,52601
50905522,5,541,54103
50905567,5,550,550072
50905603,5,526,52601
50905964,2,250,250122
50906360,6,603,60301
50906597,5,526,52603
50907077,2,223,22318
50907621,5,550,550072
55003224,5,526,52603
55003263,5,550,550130
55003281,5,550,550074
55003316,5,526,52603
55003360,5,526,52601
55003372,5,550,550074
55003382,5,550,550072
55003422,5,550,550130
55003441,5,550,550072
55003523,5,550,550072
55003543,5,550,550072
55003546,5,550,550072
55003547,5,550,550072
55003551,5,550,550072
55003565,5,550,550125
55003653,5,541,54103
55003753,5,528,52822
55003758,5,527,52709
55003777,5,550,550072
55003900,5,526,52601
55004019,5,550,550072
55004056,5,550,550072
55004855,5,550,550072
55004862,5,550,550072
55005954,6,620,62001
55007666,2,234,23412
55007838,6,620,62001
55007840,5,550,550072
55007913,2,241,24103
55013270,2,250,250072
55014235,5,550,550072
