art,klasse,ordnung,familie
1020604,1,102,10213
1100101,1,113,11309
1100505,1,113,11314
1120115,1,115,11509
1150102,1,120,12001
1160105,1,121,12101
1160411,1,121,12110
1160412,1,121,12109
1160413,1,121,12109
1160430,1,121,12110
1160433,1,121,12110
1160709,1,121,12112
1161003,1,121,12124
1161004,1,121,12124
1161007,1,121,12124
1161011,1,121,12124
1161019,1,121,12124
1161023,1,121,12124
2010202,2,204,20401
2040204,2,230,23004
2050207,2,229,22901
2070507,2,206,20607
2070514,2,206,20607
2080102,2,234,23404
2080104,2,234,23405
2080106,2,234,23405
2080111,2,234,23404
2080114,2,234,23404
2080115,2,234,23405
2080116,2,234,23405
2080117,2,234,23405
2080119,2,234,23404
2080203,2,234,23408
2080211,2,234,23410
2080214,2,234,23410
2080216,2,234,23408
2080227,2,234,23410
2080304,2,243,24303
2080306,2,243,24303
2080308,2,243,24303
2080313,2,243,24303
2080315,2,243,24303
2080318,2,243,24301
2080401,2,234,23414
2080402,2,234,23414
2080405,2,234,23414
2080406,2,234,23414
2080410,2,234,23414
2080412,2,234,23414
2080413,2,234,23414
2080501,2,234,23401
2080507,2,234,23401
2090105,2,207,20705
2090402,2,207,20706
2090603,2,207,20710
2090717,2,207,20709
2100402,2,220,22005
2100403,2,220,22005
2150105,2,235,23501
2150207,2,235,23506
2150210,2,235,23507
2150212,2,235,23506
2150226,2,235,23507
2150227,2,235,23503
2150234,2,235,23506
2150303,2,235,23505
5010109,6,601,60101
5020201,6,602,60204
5030201,6,603,60302
5050201,6,605,60502
5050414,6,605,60504
5050502,6,605,60505
5050613,6,605,60506
5060203,6,606,60602
5060210,6,606,60602
5080103,6,608,60801
21102241,6,602,60204
21102248,6,607,60702
21102295,6,607,60702
21102609,1,112,11201
21102895,2,206,20612
21103155,2,234,23405
21103172,6,606,60601
21103457,2,235,23505
50901393,6,608,60801
50901632,6,604,60401
50902236,2,243,24301
50903581,6,607,60704
50903582,6,607,60704
