art,klasse,ordnung,familie,behind_scenes
1020604,1,102,10213,0
1100121,1,113,11309,0
1120303,1,115,11512,0
1120603,1,115,11504,0
1160105,1,121,12101,0
1160432,1,121,12110,0
2010202,2,204,20401,0
2070617,2,206,20609,0
2090603,2,207,20710,0
2090712,2,207,20709,0
2150210,2,235,23507,0
5010109,6,601,60101,
5020201,6,602,60204,
5030201,6,603,60302,
5050425,6,605,60504,
5050507,6,605,60505,
5050617,6,605,60506,
5050627,6,605,60506,
5060102,6,606,60601,
5070210,6,607,60702,
21102316,6,607,60702,
50901921,6,605,60501,
50902415,6,605,60501,
50903087,6,606,60602,
50903875,6,606,60602,
50905226,6,607,60702,
50906115,6,605,60505,
50907326,6,605,60501,
