art,klasse,ordnung,familie
1020604,1,102,10213
1070608,1,108,10815
1100902,1,113,11319
1120603,1,115,11504
1160411,1,121,12110
2050207,2,229,22901
2090102,2,207,20704
2090505,2,207,20707
2090513,2,207,20707
2130302,2,244,24414
2130305,2,244,24414
2130306,2,244,24413
2130320,2,244,24414
2130321,2,244,24413
2130326,2,244,24412
2130331,2,244,24413
2130333,2,244,24413
2130338,2,244,24413
2130511,2,244,24417
2130516,2,244,24417
2130525,2,244,24417
2222716,2,250,250151
5010105,6,601,60101
5010109,6,601,60101
5010118,6,601,60101
5020201,6,602,60204
5040202,6,604,60402
5050301,6,605,60503
5050502,6,605,60505
5050507,6,605,60505
5050617,6,605,60506
5060102,6,606,60601
5060203,6,606,60602
5070206,6,607,60702
5070301,6,607,60703
5080106,6,608,60801
5090101,6,610,61001
5090102,6,609,60901
21102321,6,604,60401
21102322,6,604,60401
21102705,6,610,61002
21102950,6,607,60702
21103082,6,607,60702
21103095,6,605,60501
21103173,6,607,60702
21103227,6,607,60705
50901010,6,609,60905
50901976,6,609,60904
50902174,6,609,60905
50903574,6,615,61501
50905215,6,603,60303
50906308,6,609,60905
