art,klasse,ordnung,familie,behind_scenes
1020604,1,102,10213,0
1070111,1,108,10802,0
1070114,1,108,10802,0
1070117,1,108,10802,0
1070120,1,108,10802,0
1070520,1,108,10812,0
1100510,1,113,11314,0
1120115,1,115,11509,0
1120119,1,115,11509,0
1120204,1,115,11510,0
1120306,1,115,11511,0
1120411,1,115,11514,0
1120603,1,115,11504,0
1120610,1,115,11504,0
1150301,1,120,12003,0
1160435,1,121,12110,0
1160907,1,121,12120,0
2020105,2,227,22701,0
3010825,3,301,30107,
5010102,6,601,60101,
5050301,6,605,60503,
5050502,6,605,60505,
5050613,6,605,60506,
5050630,6,605,60506,
21102348,6,605,60501,
21103173,6,607,60702,
50903471,1,120,12001,
55006968,1,113,11304,
