art,klasse,ordnung,familie
1070608,1,108,10815
1070706,1,108,10815
1100304,1,113,11335
1100505,1,113,11314
1100902,1,113,11319
1100904,1,113,11322
1120104,1,115,11509
1120202,1,115,11510
1120818,1,115,11507
1120905,1,115,11508
1120911,1,115,11508
1120920,1,115,11508
1160201,1,121,12103
1160411,1,121,12110
1160413,1,121,12109
1160430,1,121,12110
1161016,1,121,12124
1161019,1,121,12124
2010102,2,202,20201
2010105,2,201,20101
2010202,2,204,20401
2040108,2,231,23105
2070305,2,206,20603
2070402,2,206,20608
2070404,2,206,20608
2070606,2,206,20609
2070617,2,206,20609
2070621,2,206,20609
2070809,2,206,20611
2090603,2,207,20710
2090712,2,207,20709
2090717,2,207,20709
2090731,2,207,20709
3010604,3,301,30105
3010610,3,301,30105
3010622,3,301,30105
3010625,3,301,30105
3010817,3,301,30107
3030101,3,305,30506
3030104,3,305,30506
3030204,3,305,30504
3030422,3,305,30513
3040111,3,303,30303
3041001,3,303,30328
3050206,3,306,30601
4230602,5,550,550019
5020201,6,602,60204
5050115,6,605,60501
5050303,6,605,60503
5050304,6,605,60503
5050426,6,605,60504
5050502,6,605,60505
5070301,6,607,60703
21102895,2,206,20612
21102909,5,526,52601
21103173,6,607,60702
50901015,5,530,53001
50901527,1,120,12001
50902216,2,244,24405
50902959,5,550,550072
50903080,5,528,52831
50903201,6,605,60505
50903610,6,607,60704
50903912,5,526,52601
50904186,6,607,60701
50904611,6,605,60506
50904953,6,608,60801
50905215,6,603,60303
50905579,5,550,550072
50906055,6,603,60301
50906385,6,604,60401
50907677,5,527,52718
55003240,5,528,52830
55003243,6,617,61701
55003260,6,617,61701
55003551,5,550,550072
55003583,6,615,61501
55003744,5,528,52831
55003900,5,526,52601
55004817,6,620,62001
55005188,6,617,61701
55007007,6,615,61501
55008601,6,620,62001
55009702,6,603,60301
