art,klasse,ordnung,familie
2090102,2,207,20704
2130302,2,244,24414
3010604,3,301,30105
3010625,3,301,30105
3010813,3,301,30107
3010817,3,301,30107
5010109,6,601,60101
5020201,6,602,60204
5040202,6,604,60402
5040209,6,604,60402
5050301,6,605,60503
5050303,6,605,60503
5050502,6,605,60505
5050515,6,605,60505
5050611,6,605,60506
5060202,6,606,60602
5060203,6,606,60602
5060211,6,606,60602
5070102,6,607,60701
5070201,6,607,60702
5070210,6,607,60702
5070301,6,607,60703
5090101,6,610,61001
5090102,6,609,60901
21102322,6,604,60401
21102705,6,610,61002
21103172,6,606,60601
21103227,6,607,60705
50901010,6,609,60905
50903201,6,605,60505
50903574,6,615,61501
50903585,6,615,61501
50905039,6,607,60702
50905841,3,301,30105
55003583,6,615,61501
55005738,6,605,60506
55009909,6,601,60101
