art,klasse,ordnung,familie
1020403,1,102,10207
1020606,1,102,10213
1100120,1,113,11309
1100505,1,113,11314
1100601,1,113,11315
1120111,1,115,11509
1120603,1,115,11504
1160434,1,121,12110
2010105,2,201,20101
2010202,2,204,20401
2070404,2,206,20608
2070803,2,206,20611
2070809,2,206,20611
2090603,2,207,20710
2090709,2,207,20709
2090712,2,207,20709
2090719,2,207,20709
2130704,2,244,24406
3040302,3,303,30315
3040309,3,303,30316
3040512,3,303,30321
3040707,3,303,30332
3041001,3,303,30328
5010109,6,601,60101
5020201,6,602,60204
5040202,6,604,60402
5050301,6,605,60503
5070210,6,607,60702
5080106,6,608,60801
5090102,6,609,60901
21102364,6,607,60702
21103173,6,607,60702
21103605,6,604,60401
50901010,6,609,60905
50901730,6,603,60303
50902113,1,115,11503
50903201,6,605,60505
50903320,6,603,60301
50903581,6,607,60704
50903610,6,607,60704
50904953,6,608,60801
50905919,6,605,60504
50905976,6,606,60602
55005407,6,611,61116
55005530,6,612,61213
55005969,6,605,60504
55007109,6,602,60204
55009442,6,607,60704
55013860,6,605,60505
