art,klasse,ordnung,familie
1070608,1,108,10815
1100707,1,113,11311
1120210,1,115,11510
1120214,1,115,11510
1120905,1,115,11508
1120907,1,115,11508
1120919,1,115,11508
1160430,1,121,12110
1160436,1,121,12110
1160910,1,121,12120
1161023,1,121,12124
2010105,2,201,20101
2040105,2,231,23105
2040108,2,231,23105
2050604,2,222,22201
2070621,2,206,20609
2070704,2,206,20612
2080117,2,234,23405
2080402,2,234,23414
2080406,2,234,23414
2080412,2,234,23414
2090506,2,207,20707
2090526,2,207,20707
2090609,2,207,20703
2090712,2,207,20709
2090717,2,207,20709
2090731,2,207,20709
2100407,2,220,22005
2130508,2,244,24415
4090301,5,528,52825
5010109,6,601,60101
5050302,6,605,60503
5050304,6,605,60503
5050413,6,605,60504
5060210,6,606,60602
21102782,1,121,12124
21103172,6,606,60601
50901746,5,520,52005
50901840,6,603,60301
50902219,2,235,23507
50903676,1,115,11509
50903871,6,607,60704
50904186,6,607,60701
50904953,6,608,60801
55003583,6,615,61501
55004817,6,620,62001
55007930,6,620,62001
55009442,6,607,60704
55011778,6,621,62103
