art,klasse,ordnung,familie
1020604,1,102,10213
1070603,1,108,10815
1100508,1,113,11316
1100702,1,113,11311
1120304,1,115,11512
1120418,1,115,11514
1120420,1,115,11513
1160411,1,121,12110
1160430,1,121,12110
2010102,2,202,20201
2010105,2,201,20101
2070809,2,206,20611
2090102,2,207,20704
2090603,2,207,20710
2090702,2,207,20709
2090712,2,207,20709
2090719,2,207,20709
2130317,2,244,24402
2130338,2,244,24413
2130509,2,244,24415
2130609,2,244,24408
2130704,2,244,24406
2130706,2,244,24406
2130811,2,244,24407
2130824,2,244,24407
5010109,6,601,60101
5020201,6,602,60204
5040112,6,604,60401
5040202,6,604,60402
5050303,6,605,60503
5050426,6,605,60504
5050611,6,605,60506
5050613,6,605,60506
5070210,6,607,60702
5080107,6,608,60801
21103173,6,607,60702
21103605,6,604,60401
50901010,6,609,60905
50903201,6,605,60505
50903334,6,608,60801
50905919,6,605,60504
