art,klasse,ordnung,familie
2070301,2,206,20603
2070710,2,206,20612
2070809,2,206,20611
2070812,2,206,20611
2090506,2,207,20707
2090712,2,207,20709
2120305,2,219,21904
2130206,2,244,24402
2130511,2,244,24417
2130516,2,244,24417
2130619,2,244,24404
2130807,2,244,24407
2130905,2,244,24405
2130907,2,244,24405
2130908,2,244,24405
2130910,2,244,24405
2130927,2,244,24405
2140218,2,214,21401
2222738,2,250,250151
2222801,2,250,250135
2222803,2,250,250135
5070210,6,607,60702
5090101,6,610,61001
5090102,6,609,60901
5090103,6,609,60905
21102237,2,250,250150
21102705,6,610,61002
21103227,6,607,60705
50901010,6,609,60905
50901976,6,609,60904
50907276,6,609,60905
