art,klasse,ordnung,familie
1040105,1,106,10608
1070606,1,108,10815
1070611,1,108,10815
1100708,1,113,11311
1120411,1,115,11514
1120502,1,115,11503
1120503,1,115,11503
2090601,2,207,20710
2090603,2,207,20710
2090609,2,207,20703
2130203,2,244,24402
2150230,2,235,23507
2150231,2,235,23507
3010205,3,301,30111
3010301,3,301,30103
3030210,3,305,30504
3040111,3,303,30303
3041102,3,303,30344
3050101,3,306,30602
3050102,3,306,30602
3050106,3,306,30602
3050201,3,306,30601
3050204,3,306,30601
3050211,3,306,30601
3050213,3,306,30603
4060101,5,520,52003
4120502,5,527,52717
5010109,6,601,60101
5060210,6,606,60602
5070210,6,607,60702
21103173,6,607,60702
50901294,1,121,12110
50901621,5,550,550141
50903201,6,605,60505
50904186,6,607,60701
50905018,2,206,20603
50905608,4,403,40378
50905609,3,301,30110
50906403,3,301,30106
50906892,1,115,11510
