art,klasse,ordnung,familie
1020604,1,102,10213
1070508,1,108,10812
1080201,1,109,10904
1100322,1,113,11336
1100407,1,113,11342
1100408,1,113,11301
1100425,1,113,11342
1100505,1,113,11314
1100601,1,113,11315
1100707,1,113,11311
1120305,1,115,11512
1120603,1,115,11504
1120604,1,115,11504
1120806,1,115,11507
1130303,1,115,11517
1150102,1,120,12001
1160103,1,121,12102
1160435,1,121,12110
1160708,1,121,12112
1160808,1,121,12117
1161023,1,121,12124
2050202,2,229,22901
2050207,2,229,22901
2050517,2,231,23101
2070606,2,206,20609
2070803,2,206,20611
2070809,2,206,20611
2070905,2,206,20613
2070906,2,206,20613
2080412,2,234,23414
2090609,2,207,20703
2110701,2,223,22307
2110702,2,223,22307
2110803,2,223,22315
2110806,2,223,22315
2120305,2,219,21904
2120328,2,219,21904
2130317,2,244,24402
2130805,2,244,24407
2150210,2,235,23507
2150212,2,235,23506
2150225,2,235,23507
2222723,2,250,250151
2223219,2,250,250072
3010604,3,301,30105
3010610,3,301,30105
3010622,3,301,30105
3010625,3,301,30105
3010628,3,301,30105
3010813,3,301,30107
3030209,3,305,30504
3040305,3,303,30316
3060501,4,402,40204
3070101,4,403,40303
3070803,4,403,40336
4080104,5,526,52601
5010102,6,601,60101
5010105,6,601,60101
5010118,6,601,60101
5020101,6,602,60202
5020201,6,602,60204
5040105,6,604,60401
5040205,6,604,60402
5040209,6,604,60402
5050103,6,605,60501
5050301,6,605,60503
5050402,6,605,60504
5050502,6,605,60505
5050601,6,605,60506
5050611,6,605,60506
5050617,6,605,60506
5050627,6,605,60506
5070101,6,607,60701
5070102,6,607,60701
5070210,6,607,60702
5080107,6,608,60801
5080115,6,608,60801
21102323,6,607,60702
21102705,6,610,61002
21103213,5,526,52601
21103227,6,607,60705
50901010,6,609,60905
50901776,5,526,52601
50902025,3,305,30514
50902548,6,606,60601
50903000,3,301,30105
50903003,6,607,60702
50903585,6,615,61501
50903792,6,605,60504
50903912,5,526,52601
50905293,6,605,60505
50906472,6,606,60602
50906660,6,608,60801
55003593,5,526,52601
55003609,5,542,54208
55003760,5,526,52601
55003877,5,526,52601
55004732,6,615,61501
55009177,6,605,60504
