art,klasse,ordnung,familie
1120411,1,115,11514
1130102,1,115,11515
1130104,1,115,11515
1160434,1,121,12110
2020105,2,227,22701
2080118,2,234,23404
2080227,2,234,23410
2130205,2,244,24402
2130220,2,244,24402
2130709,2,244,24406
2130835,2,244,24407
2222802,2,250,250135
2222805,2,250,250135
3010901,3,301,30101
4010403,5,505,50506
4010906,5,507,50707
5050301,6,605,60503
5060102,6,606,60601
5060204,6,606,60602
21103089,2,207,20710
50903574,6,615,61501
50906026,3,301,30107
50906049,5,525,52501
50906892,1,115,11510
55009165,1,114,11401
