art,klasse,ordnung,familie
1070505,1,108,10812
1070522,1,108,10812
1120123,1,115,11509
1120212,1,115,11510
1120304,1,115,11512
1120823,1,115,11507
1160447,1,121,12109
2010202,2,204,20401
2050121,2,231,23102
2070404,2,206,20608
2070803,2,206,20611
2080212,2,234,23408
2080507,2,234,23401
2090101,2,207,20704
2090603,2,207,20710
2120305,2,219,21904
2130704,2,244,24406
2150233,2,235,23507
2150309,2,235,23504
2223231,2,250,250072
3010825,3,301,30107
3030209,3,305,30504
3070808,4,403,40336
5050301,6,605,60503
5060210,6,606,60602
5070102,6,607,60701
21102313,1,115,11509
21102785,2,250,250151
21103171,1,115,11509
21103173,6,607,60702
50901060,2,219,21902
50901360,2,241,24109
50902172,2,231,23101
50903201,6,605,60505
50903581,6,607,60704
50905893,3,301,30107
50905976,6,606,60602
55013236,2,223,22315
55013279,6,605,60501
