art,klasse,ordnung,familie
1100316,1,113,11340
1100319,1,113,11335
1100508,1,113,11316
1100902,1,113,11319
1120111,1,115,11509
1120202,1,115,11510
1120401,1,115,11514
1120402,1,115,11514
1120406,1,115,11514
1120418,1,115,11514
1120818,1,115,11507
1160411,1,121,12110
1160412,1,121,12109
1160413,1,121,12109
1160709,1,121,12112
2050207,2,229,22901
5010109,6,601,60101
5020101,6,602,60202
5020201,6,602,60204
5050201,6,605,60502
5050521,6,605,60505
21102690,6,602,60202
21103171,1,115,11509
21103173,6,607,60702
55006709,6,606,60602
55006970,1,113,11304
55007994,1,112,11201
