art,klasse,ordnung,familie
1020604,1,102,10213
1120603,1,115,11504
1120823,1,115,11507
1160413,1,121,12109
1160430,1,121,12110
2010102,2,202,20201
2070305,2,206,20603
2070404,2,206,20608
2080206,2,234,23412
2080301,2,243,24303
2080303,2,243,24303
2090731,2,207,20709
2150234,2,235,23506
3010813,3,301,30107
5010109,6,601,60101
5050303,6,605,60503
5050613,6,605,60506
21103173,6,607,60702
50905395,1,104,10403
50907290,6,605,60505
55006576,6,604,60402
55006615,6,605,60505
55006970,1,113,11304
55007311,6,605,60501
