art,klasse,ordnung,familie
1020611,1,102,10213
1100110,1,113,11304
1100707,1,113,11311
2010102,2,202,20201
2010202,2,204,20401
2090603,2,207,20710
2130215,2,244,24402
2130321,2,244,24413
2130628,2,244,24404
2130704,2,244,24406
3010825,3,301,30107
5010109,6,601,60101
5020201,6,602,60204
5040202,6,604,60402
5050613,6,605,60506
5050630,6,605,60506
5070301,6,607,60703
50901010,6,609,60905
50902216,2,244,24405
50902495,6,609,60908
50903195,6,604,60401
50904186,6,607,60701
55004248,6,602,60210
