art,klasse,ordnung,familie
1120303,1,115,11512
1120304,1,115,11512
1120603,1,115,11504
1160411,1,121,12110
2010202,2,204,20401
2090603,2,207,20710
2130317,2,244,24402
2130328,2,244,24414
3010817,3,301,30107
5010109,6,601,60101
5030201,6,603,60302
5040112,6,604,60401
5040202,6,604,60402
5050301,6,605,60503
5050303,6,605,60503
5050304,6,605,60503
5050430,6,605,60504
5050613,6,605,60506
5050627,6,605,60506
5070301,6,607,60703
21102705,6,610,61002
21103170,6,605,60501
21103173,6,607,60702
21103605,6,604,60401
50903201,6,605,60505
50903574,6,615,61501
50904186,6,607,60701
50904611,6,605,60506
50905215,6,603,60303
50905234,1,102,10213
50906055,6,603,60301
50906385,6,604,60401
