art,klasse,ordnung,familie
1030104,1,103,10301
1070103,1,108,10802
1070104,1,108,10802
1070106,1,108,10802
1070109,1,108,10802
1070111,1,108,10802
1070112,1,108,10802
1070114,1,108,10802
1070115,1,108,10802
1070116,1,108,10802
1070117,1,108,10802
1070118,1,108,10802
1070119,1,108,10802
1120505,1,115,11505
1120606,1,115,11505
2050101,2,231,23102
2050502,2,231,23101
2070309,2,206,20603
2070611,2,206,20611
2090522,2,207,20707
2090603,2,207,20710
2090619,2,207,20703
2090709,2,207,20709
2090712,2,207,20709
2090739,2,207,20709
2130507,2,244,24417
2130612,2,244,24409
2140104,2,216,21601
2222904,2,250,250066
3010803,3,301,30107
3010824,3,301,30107
3010827,3,301,30107
3040102,3,303,30307
3041002,3,303,30328
3041006,3,303,30328
3041013,3,303,30328
3050206,3,306,30601
5050302,6,605,60503
21102757,1,121,12101
21102895,2,206,20612
21102942,3,303,30319
21102984,1,108,10802
21103000,3,303,30319
21103227,6,607,60705
21103568,3,303,30319
50901153,2,234,23410
50901424,3,301,30113
50901666,3,303,30328
50901667,3,303,30328
50902099,1,106,10608
50903653,3,305,30521
50905703,3,301,30113
55011324,2,234,23404
55011325,2,234,23408
55012467,2,231,23101
