art,klasse,ordnung,familie
1020610,1,102,10213
1100110,1,113,11304
1100121,1,113,11309
1100508,1,113,11316
1120603,1,115,11504
1160430,1,121,12110
2010105,2,201,20101
2010202,2,204,20401
2080216,2,234,23408
2090603,2,207,20710
2090709,2,207,20709
2090712,2,207,20709
2090731,2,207,20709
2130220,2,244,24402
2130304,2,244,24413
2130321,2,244,24413
2130609,2,244,24408
2130704,2,244,24406
2130818,2,244,24407
2130903,2,244,24405
2140218,2,214,21401
2150105,2,235,23501
2150210,2,235,23507
2150225,2,235,23507
2200605,2,240,24003
3010819,3,301,30107
3010825,3,301,30107
5010109,6,601,60101
5040112,6,604,60401
5040209,6,604,60402
5050115,6,605,60501
5050301,6,605,60503
5050303,6,605,60503
5050404,6,605,60504
5050611,6,605,60506
5050623,6,605,60506
5060102,6,606,60601
5070102,6,607,60701
5070301,6,607,60703
5090102,6,609,60901
21103170,6,605,60501
21103173,6,607,60702
21103605,6,604,60401
50901010,6,609,60905
50903201,6,605,60505
50903581,6,607,60704
50903610,6,607,60704
50903782,6,607,60704
50903871,6,607,60704
50904186,6,607,60701
50904611,6,605,60506
50905919,6,605,60504
50907276,6,609,60905
