art,klasse,ordnung,familie
1160411,1,121,12110
1160413,1,121,12109
2090509,2,207,20707
2090603,2,207,20710
2090717,2,207,20709
3010625,3,301,30105
5010109,6,601,60101
5020201,6,602,60204
5040112,6,604,60401
5040202,6,604,60402
5050115,6,605,60501
5050502,6,605,60505
5060102,6,606,60601
5060210,6,606,60602
5070301,6,607,60703
5090102,6,609,60901
5090103,6,609,60905
21102705,6,610,61002
21103143,6,603,60301
21103172,6,606,60601
21103173,6,607,60702
50901010,6,609,60905
50902219,2,235,23507
50903201,6,605,60505
50903574,6,615,61501
50903610,6,607,60704
50904186,6,607,60701
50904611,6,605,60506
50904953,6,608,60801
50905976,6,606,60602
55003583,6,615,61501
55007689,6,603,60301
