art,klasse,ordnung,familie
1020611,1,102,10213
1070104,1,108,10802
1070111,1,108,10802
1070119,1,108,10802
1070120,1,108,10802
1080102,1,109,10901
1080202,1,109,10904
1080304,1,110,11001
1100139,1,113,11309
1100505,1,113,11314
1100510,1,113,11314
1100608,1,113,11313
1100706,1,113,11311
1120307,1,115,11512
2020102,2,227,22701
2070524,2,206,20607
2070738,2,206,20612
2070809,2,206,20611
2090603,2,207,20710
2090717,2,207,20709
2100407,2,220,22005
2130110,2,244,24420
2130220,2,244,24402
2130613,2,244,24408
2130704,2,244,24406
2130705,2,244,24406
2130706,2,244,24406
2130709,2,244,24406
2130710,2,244,24406
2130816,2,244,24407
2130820,2,244,24407
2130835,2,244,24407
2130901,2,244,24405
2140218,2,214,21401
2210213,2,241,24103
3010625,3,301,30105
3010825,3,301,30107
3010902,3,301,30101
3030113,3,305,30506
3030207,3,305,30504
3040111,3,303,30303
3040305,3,303,30316
3041126,3,303,30344
3050106,3,306,30602
3060501,4,402,40204
3070201,4,403,40371
3070217,4,403,40377
3070511,4,403,40327
3070806,4,403,40336
4010102,5,504,50401
4010404,5,505,50506
4010406,5,505,50506
4010804,5,507,50705
4010906,5,507,50707
4020201,5,514,51401
4020403,5,514,51403
4150106,5,552,55201
5010102,6,601,60101
5050301,6,605,60503
21102570,2,244,24406
21103020,5,550,550130
21103028,5,550,550075
21103627,2,244,24405
50901010,6,609,60905
50901730,6,603,60303
50901999,5,550,550059
50902229,5,550,550130
50902616,5,552,55201
50902639,5,550,550130
50903052,5,523,52304
50903053,5,523,52304
50903074,5,550,550075
50903201,6,605,60505
50903574,6,615,61501
50904953,6,608,60801
50905353,5,550,550075
50905501,5,547,54705
50905548,5,547,54705
50905976,6,606,60602
55003261,5,552,55201
55003263,5,550,550130
55003265,5,550,550125
55003337,5,527,52718
55003364,5,550,550058
55003378,5,550,550066
55003422,5,550,550130
55003429,5,550,550119
55003454,5,550,550059
55003486,5,550,550021
55003510,5,547,54703
55003646,5,526,52601
55003680,5,552,55201
55003770,5,550,550014
55003786,6,620,62001
55003821,5,550,550066
55003852,5,549,54916
55003889,5,550,550075
55003957,5,513,51301
55004116,5,550,550075
55004118,5,550,550058
55004417,5,550,550009
55005440,6,612,61204
55005562,5,507,50705
55005616,6,612,61204
55006695,5,514,51403
55007324,6,607,60702
55010043,5,550,550029
