art,klasse,ordnung,familie
1020604,1,102,10213
1070111,1,108,10802
1070418,1,108,10813
1070505,1,108,10812
1070513,1,108,10812
1070609,1,108,10815
1070802,1,108,10814
1071108,1,108,10818
1100106,1,113,11309
1100120,1,113,11309
1100505,1,113,11314
1100510,1,113,11314
1100511,1,113,11314
1100707,1,113,11311
1120501,1,115,11503
1120503,1,115,11503
1120505,1,115,11505
1120507,1,115,11503
1120603,1,115,11504
1120604,1,115,11504
1120826,1,115,11507
1120905,1,115,11508
1120911,1,115,11508
1120916,1,115,11508
1120920,1,115,11508
1120923,1,115,11508
1130102,1,115,11515
1130303,1,115,11517
1140102,1,119,11901
1150103,1,120,12001
1150104,1,120,12001
1150301,1,120,12003
1160201,1,121,12103
1160301,1,121,12104
1160403,1,121,12110
1160423,1,121,12110
1160602,1,121,12105
1160605,1,121,12105
1160803,1,121,12117
1160824,1,121,12114
1160826,1,121,12115
1160827,1,121,12117
1160906,1,121,12120
2010102,2,202,20201
2010105,2,201,20101
2010202,2,204,20401
2040108,2,231,23105
2040204,2,230,23004
2050207,2,229,22901
2050507,2,231,23101
2050511,2,231,23101
2050512,2,231,23101
2050604,2,222,22201
2070404,2,206,20608
2070405,2,206,20608
2070510,2,206,20606
2070525,2,206,20607
2070606,2,206,20609
2070621,2,206,20609
2070714,2,206,20612
2070809,2,206,20611
2080206,2,234,23412
2080216,2,234,23408
2090603,2,207,20710
2090709,2,207,20709
2090712,2,207,20709
2090731,2,207,20709
2100402,2,220,22005
2100403,2,220,22005
2100414,2,220,22005
2130142,2,244,24420
2130211,2,244,24402
2130215,2,244,24402
2130405,2,244,24415
2130509,2,244,24415
2130608,2,244,24404
2130609,2,244,24408
2130704,2,244,24406
2130706,2,244,24406
2130816,2,244,24407
2130824,2,244,24407
2130917,2,244,24405
2130925,2,244,24405
2150104,2,235,23501
2150202,2,235,23507
2150217,2,235,23506
2222624,2,250,250150
3010106,3,301,30112
3010302,3,301,30103
3010604,3,301,30105
3010825,3,301,30107
3010826,3,301,30107
3030104,3,305,30506
3030108,3,305,30506
3030110,3,305,30506
3030204,3,305,30504
3030209,3,305,30504
3030210,3,305,30504
3030422,3,305,30513
3030424,3,305,30513
3030433,3,305,30513
3040111,3,303,30303
3040121,3,303,30303
3040125,3,303,30311
3040305,3,303,30316
3040315,3,303,30315
3040320,3,303,30315
3040405,3,303,30319
3050206,3,306,30601
3070502,4,403,40325
3070506,4,403,40326
3070511,4,403,40327
3070803,4,403,40336
3070806,4,403,40336
3070810,4,403,40336
5010102,6,601,60101
5010108,6,601,60101
5010118,6,601,60101
5020201,6,602,60204
5040102,6,604,60401
5040112,6,604,60401
5040202,6,604,60402
5050301,6,605,60503
5050303,6,605,60503
5050304,6,605,60503
5050502,6,605,60505
5050504,6,605,60505
5050510,6,605,60505
5050611,6,605,60506
5050617,6,605,60506
5060102,6,606,60601
5060210,6,606,60602
5070203,6,607,60702
5070209,6,607,60702
5070215,6,607,60702
21102329,1,121,12117
21102541,6,607,60702
21102561,1,115,11508
21102563,6,607,60702
21102621,6,607,60702
21102708,6,607,60702
21102760,2,244,24405
21102787,3,303,30330
21102824,6,607,60702
21103088,6,607,60702
21103095,6,605,60501
21103172,6,606,60601
21103303,3,305,30517
21103304,3,305,30504
50901165,1,115,11503
50901753,4,403,40382
50902216,2,244,24405
50903160,6,607,60702
50903581,6,607,60704
50903610,6,607,60704
50904186,6,607,60701
50904348,1,115,11503
50906385,6,604,60401
50907016,6,604,60402
