art,klasse,ordnung,familie
1120111,1,115,11509
1120121,1,115,11509
1120202,1,115,11510
1120818,1,115,11507
1160405,1,121,12110
1160411,1,121,12110
1160412,1,121,12109
1160413,1,121,12109
1160430,1,121,12110
1160709,1,121,12112
2050207,2,229,22901
2070402,2,206,20608
2090603,2,207,20710
2090712,2,207,20709
2090717,2,207,20709
5010109,6,601,60101
5040112,6,604,60401
5050115,6,605,60501
5050620,6,605,60506
21102973,1,121,12101
21103171,1,115,11509
21103262,6,601,60101
50903201,6,605,60505
50903562,6,602,60207
