art,klasse,ordnung,familie,behind_scenes
1100707,1,113,11311,0
1120110,1,115,11509,0
1120205,1,115,11510,0
1120303,1,115,11512,0
1120921,1,115,11508,0
1150101,1,120,12001,0
1160105,1,121,12101,0
1160424,1,121,12110,0
1161011,1,121,12124,0
2090603,2,207,20710,0
2150225,2,235,23507,0
5010109,6,601,60101,
5050303,6,605,60503,
5050304,6,605,60503,
5050502,6,605,60505,
5050623,6,605,60506,
21103173,6,607,60702,
21103605,6,604,60401,
50903581,6,607,60704,
50903691,2,234,23405,
50904611,6,605,60506,
