art,klasse,ordnung,familie
1071204,1,108,10819
1120210,1,115,11510
1120211,1,115,11510
1120304,1,115,11512
1120411,1,115,11514
1120503,1,115,11503
1120920,1,115,11508
1140102,1,119,11901
1160454,1,121,12110
1160602,1,121,12105
2050220,2,229,22901
2050514,2,231,23101
2090601,2,207,20710
2130704,2,244,24406
2130706,2,244,24406
2130835,2,244,24407
2200103,2,239,23904
2200108,2,239,23904
2200135,2,239,23904
3010825,3,301,30107
3040111,3,303,30303
3050201,3,306,30601
5010109,6,601,60101
5020201,6,602,60204
5050507,6,605,60505
5060102,6,606,60601
5080107,6,608,60801
21103108,1,115,11503
21103185,2,220,22005
50902915,6,603,60301
50903201,6,605,60505
50903574,6,615,61501
50906253,1,121,12112
50906385,6,604,60401
