art,klasse,ordnung,familie
2090603,2,207,20710
2090609,2,207,20703
2090712,2,207,20709
2130203,2,244,24402
2130211,2,244,24402
2130317,2,244,24402
2130321,2,244,24413
2130405,2,244,24415
2130502,2,244,24415
2130511,2,244,24417
2130515,2,244,24417
2130609,2,244,24408
2130704,2,244,24406
2130910,2,244,24405
21102705,6,610,61002
21103173,6,607,60702
50901010,6,609,60905
50901648,6,607,60702
50902487,6,609,60904
50902495,6,609,60904
50903201,6,605,60505
50903574,6,615,61501
50903610,6,607,60704
50904186,6,607,60701
50904953,6,608,60801
50905976,6,606,60602
