art,klasse,ordnung,familie,behind_scenes
2070803,2,206,20611,0
2090102,2,207,20704,0
2090108,2,207,20704,0
2090501,2,207,20708,0
2090603,2,207,20710,0
2090709,2,207,20709,0
2090712,2,207,20709,0
2090719,2,207,20709,0
2120305,2,219,21904,0
2120315,2,219,21904,0
2130110,2,244,24420,0
2130306,2,244,24413,0
2130311,2,244,24412,0
2130319,2,244,24413,0
2130504,2,244,24415,0
2130509,2,244,24415,0
2130511,2,244,24417,0
2130512,2,244,24415,0
2130608,2,244,24404,0
2130613,2,244,24408,0
2130614,2,244,24408,0
2130615,2,244,24404,0
2130620,2,244,24408,0
2130651,2,244,24408,0
2130704,2,244,24406,0
2130717,2,244,24406,0
2130835,2,244,24407,0
2130931,2,244,24405,0
2150228,2,235,23503,0
2200605,2,240,24003,0
2222711,2,250,250151,0
2222738,2,250,250151,0
2223203,2,250,250072,0
5090101,6,610,61001,0
5090102,6,609,60901,0
5090110,6,609,60908,0
5090201,6,610,61002,0
21102705,6,610,61002,0
21102739,6,610,61002,0
21102744,2,219,21904,0
21103227,6,607,60705,
50901010,6,609,60905,
50901858,6,609,60904,
50901976,6,609,60904,
50902174,6,609,60905,
50902216,2,244,24405,
50902487,6,609,60904,
50902495,6,609,60908,
50903232,2,250,250151,
50903276,6,607,60705,
50904129,6,608,60801,
50904152,6,609,60905,
50904545,2,244,24404,
50904946,6,607,60705,
50907276,6,609,60905,
50907606,6,609,60906,
55013740,6,609,60906,
55013741,6,609,60908,
