art,klasse,ordnung,familie
1020601,1,102,10213
1070111,1,108,10802
1070508,1,108,10812
1070608,1,108,10815
1070706,1,108,10815
1120201,1,115,11510
1120210,1,115,11510
1120304,1,115,11512
1120418,1,115,11514
1120801,1,115,11507
1120921,1,115,11508
1120925,1,115,11508
1150101,1,120,12001
1160201,1,121,12103
1160409,1,121,12110
1160437,1,121,12110
1161006,1,121,12124
2010202,2,204,20401
2050511,2,231,23101
2070403,2,206,20608
2070404,2,206,20608
2070406,2,206,20608
2070523,2,206,20607
2070524,2,206,20607
2070621,2,206,20609
2080102,2,234,23404
2080402,2,234,23414
2080406,2,234,23414
2080410,2,234,23414
2090506,2,207,20707
2090702,2,207,20709
2090717,2,207,20709
2090719,2,207,20709
2090751,2,207,20709
2100411,2,220,22005
2100418,2,220,22005
2110203,2,223,22318
2130704,2,244,24406
2221201,2,250,250122
2222706,2,250,250151
5050301,6,605,60503
5050303,6,605,60503
5050304,6,605,60503
21102393,2,250,250158
21102872,2,250,250122
50901288,1,115,11507
50902268,1,115,11509
50903201,6,605,60505
50904186,6,607,60701
50904830,2,250,250122
55006013,2,250,250072
55009950,1,115,11507
55010365,1,121,12110
55010388,1,115,11510
55010473,1,121,12120
55010476,1,121,12120
55010767,2,207,20707
55013590,1,121,12112
