art,klasse,ordnung,familie
1100902,1,113,11319
1160411,1,121,12110
2050109,2,231,23102
2050112,2,231,23102
2050117,2,231,23102
2050203,2,229,22901
2050504,2,231,23101
2050511,2,231,23101
2050516,2,231,23101
2050602,2,222,22201
2050605,2,222,22201
2070404,2,206,20608
2070511,2,206,20607
2070716,2,206,20612
2070803,2,206,20611
2070906,2,206,20613
2090529,2,207,20707
2100416,2,220,22005
2110501,2,223,22305
2110702,2,223,22307
2130203,2,244,24402
2130205,2,244,24402
2130206,2,244,24402
2130215,2,244,24402
2130220,2,244,24402
2130302,2,244,24414
2130304,2,244,24413
2130319,2,244,24413
2130412,2,244,24415
2130509,2,244,24415
2130613,2,244,24408
2130628,2,244,24404
2130704,2,244,24406
2130907,2,244,24405
2130918,2,244,24405
2130926,2,244,24405
2130931,2,244,24405
2150210,2,235,23507
2150212,2,235,23506
2150225,2,235,23507
2150227,2,235,23503
2150234,2,235,23506
2150303,2,235,23505
2150308,2,235,23505
5010118,6,601,60101
5020201,6,602,60204
5040105,6,604,60401
5040108,6,604,60401
5040112,6,604,60401
5050103,6,605,60501
5050502,6,605,60505
5050604,6,605,60506
5050613,6,605,60506
5060210,6,606,60602
21102321,6,604,60401
21102440,6,605,60505
21102760,2,244,24405
21103082,6,607,60702
21103485,2,235,23507
50905976,6,606,60602
50906794,2,244,24407
50907626,6,607,60702
55008456,6,602,60205
