art,klasse,ordnung,familie
2010105,2,201,20101
2080204,2,234,23410
2120206,2,219,21904
2130203,2,244,24402
2130210,2,244,24402
2130214,2,244,24402
2130215,2,244,24402
2130220,2,244,24402
2130407,2,244,24415
2130613,2,244,24408
2130704,2,244,24406
2130709,2,244,24406
2130835,2,244,24407
2200103,2,239,23904
3030116,3,305,30506
5040202,6,604,60402
5050115,6,605,60501
5050302,6,605,60503
5050507,6,605,60505
5070201,6,607,60702
5070209,6,607,60702
5070210,6,607,60702
5070211,6,607,60702
21102802,2,204,20401
21103216,2,244,24419
21103444,1,113,11311
21103605,6,604,60401
50903583,6,607,60704
50903664,1,115,11503
50904933,6,607,60702
50905139,6,604,60401
50906374,1,115,11503
55007145,2,244,24415
55008054,6,607,60702
55013737,6,607,60702
