art,klasse,ordnung,familie
1120303,1,115,11512
1120603,1,115,11504
1160455,1,121,12110
2010202,2,204,20401
2090603,2,207,20710
2130824,2,244,24407
2130835,2,244,24407
3010825,3,301,30107
3040111,3,303,30303
5010109,6,601,60101
5020101,6,602,60202
5020201,6,602,60204
5040202,6,604,60402
5050301,6,605,60503
5050502,6,605,60505
5090102,6,609,60901
21102705,6,610,61002
21103173,6,607,60702
50901010,6,609,60905
50901976,6,609,60904
50902487,6,609,60904
50902495,6,609,60904
50903201,6,605,60505
50903574,6,615,61501
50903610,6,607,60704
50905919,6,605,60504
50905976,6,606,60602
50906385,6,604,60401
55003583,6,615,61501
55005407,6,611,61116
