art,klasse,ordnung,familie
1020604,1,102,10213
1100505,1,113,11314
1120303,1,115,11512
1120818,1,115,11507
1120920,1,115,11508
1160411,1,121,12110
2010202,2,204,20401
2090603,2,207,20710
2090712,2,207,20709
2130321,2,244,24413
2130511,2,244,24417
2150308,2,235,23505
3030613,3,305,30524
3050106,3,306,30602
5010105,6,601,60101
5010109,6,601,60101
5040112,6,604,60401
5050301,6,605,60503
5050304,6,605,60503
5050502,6,605,60505
5050617,6,605,60506
21103095,6,605,60501
55005440,6,612,61204
55005530,6,612,61213
