art,klasse,ordnung,familie
1020604,1,102,10213
1100401,1,113,11339
1100702,1,113,11311
1120113,1,115,11509
1120303,1,115,11512
1120821,1,115,11507
1120905,1,115,11508
1120912,1,115,11508
2010202,2,204,20401
2150104,2,235,23501
2150225,2,235,23507
3010815,3,301,30107
3030204,3,305,30504
3030424,3,305,30513
3030621,3,305,30524
3030704,3,305,30527
3040305,3,303,30316
5010109,6,601,60101
5020201,6,602,60204
5040112,6,604,60401
21103095,6,605,60501
50904611,6,605,60506
55005616,6,612,61204
