art,klasse,ordnung,familie
1070603,1,108,10815
1120118,1,115,11509
1120905,1,115,11508
2010105,2,201,20101
2050207,2,229,22901
2080409,2,234,23414
2080412,2,234,23414
2090603,2,207,20710
2130609,2,244,24408
2150105,2,235,23501
3030624,3,305,30524
3030714,3,305,30527
5010109,6,601,60101
5020101,6,602,60202
5020201,6,602,60204
5050302,6,605,60503
5060210,6,606,60602
5070301,6,607,60703
21102973,1,121,12101
21103172,6,606,60601
50901010,6,609,60905
50903112,3,303,30313
50903201,6,605,60505
50905215,6,603,60303
50905976,6,606,60602
50906385,6,604,60401
55011478,2,243,24303
