art,klasse,ordnung,familie
1020604,1,102,10213
1070810,1,108,10814
1120102,1,115,11509
1120832,1,115,11507
1160411,1,121,12110
1160413,1,121,12109
1160430,1,121,12110
1161019,1,121,12124
2010105,2,201,20101
2070803,2,206,20611
2090603,2,207,20710
2090712,2,207,20709
2090717,2,207,20709
2090719,2,207,20709
2090725,2,207,20709
2120316,2,219,21901
5010109,6,601,60101
5040105,6,604,60401
5040112,6,604,60401
5040202,6,604,60402
5050109,6,605,60501
5050303,6,605,60503
5050502,6,605,60505
5060102,6,606,60601
5060203,6,606,60602
5060210,6,606,60602
5070201,6,607,60702
5070301,6,607,60703
5080106,6,608,60801
5080107,6,608,60801
21103095,6,605,60501
21103172,6,606,60601
21103173,6,607,60702
21103227,6,607,60705
50902152,1,121,12101
50903201,6,605,60505
50904186,6,607,60701
50904953,6,608,60801
50905215,6,603,60303
50905976,6,606,60602
55006615,6,605,60505
