art,klasse,ordnung,familie,behind_scenes
1020606,1,102,10213,0
1070111,1,108,10802,0
1070611,1,108,10815,0
1070905,1,108,10817,0
1071108,1,108,10818,0
1071203,1,108,10819,0
1100126,1,113,11306,0
1100132,1,113,11302,0
1100505,1,113,11314,0
1100510,1,113,11314,0
1100708,1,113,11311,0
1120211,1,115,11510,0
1120304,1,115,11512,0
1120411,1,115,11514,0
1120502,1,115,11503,0
1120905,1,115,11508,0
1120922,1,115,11508,0
1140102,1,119,11901,0
1150204,1,120,12002,0
1150303,1,120,12003,0
1160201,1,121,12103,0
1160404,1,121,12110,0
1160434,1,121,12110,0
1160602,1,121,12105,0
1160811,1,121,12113,0
2010105,2,201,20101,0
2010202,2,204,20401,0
2040107,2,231,23105,0
2050604,2,222,22201,0
2070402,2,206,20608,0
2070404,2,206,20608,0
2080118,2,234,23404,0
2080204,2,234,23410,0
2130203,2,244,24402,0
2130405,2,244,24415,0
2130704,2,244,24406,0
2130706,2,244,24406,0
2200103,2,239,23904,0
2210217,2,241,24103,
3050204,3,306,30601,
5050302,6,605,60503,
21102326,1,115,11507,
21102562,1,121,12117,
21102690,6,602,60202,
21102973,1,121,12101,
21103173,6,607,60702,
21103556,1,121,12112,
21103605,6,604,60401,
50901266,1,111,11101,
50905215,6,603,60303,
50905919,6,605,60504,
50905976,6,606,60602,
50907156,1,108,10812,
55004385,1,121,12106,
